,버스노선번호,몇번째 정류장,노선이름
0,1,1,천안시청
1,1,2,천안시청 서북구보건소
2,1,3,불당동일하이빌
3,1,4,불당대동다숲
4,1,5,불당한성아파트
5,1,6,천안교육지원청
6,1,7,충남북부상공회의소
7,1,8,패션1광장
8,1,9,펜타포트
9,1,10,서당골
10,1,11,갤러리아백화점
11,1,12,불당동문화카페거리
12,1,13,월봉중학교
13,1,14,한화꿈에그린아파트
14,1,15,쌍용도서관
15,1,16,월봉벽산아파트
16,1,17,월봉5차현대아파트
17,1,18,쌍용고입구
18,1,19,삼일원앙아파트
19,1,20,쌍용역해누리아이파크
20,1,21,쌍용고가교
21,1,22,쌍용동 이마트
22,1,23,충무병원
23,1,24,다가동신성아파트YWCA
24,1,25,일봉초등학교
25,1,26,남부오거리
26,1,27,우성VIP 아파트
27,1,28,천안여중입구
28,1,29,원성극동아파트
29,1,30,교보사거리
30,1,31,교보생명
31,1,32,중앙고등학교
32,1,33,신부경남아파트
33,1,34,고속터미널
34,1,35,가구웨딩특화거리
35,1,36,백석사거리
36,1,37,백석종합상가
37,1,38,백석초등학교
38,1,39,주공그린빌3차아파트
39,1,40,백석11단지
40,1,41,천안시청
41,1,42,천안시청시의회
42,1,43,종합운동장
43,1,44,벽산블루밍아파트
44,1,45,한국더첼
45,1,46,화이트스톤
46,1,47,한들문화센터입구
47,1,48,영진기계
48,1,49,백석농공단지
49,2,1,백석농공단지
50,2,2,화성조명
51,2,3,한들문화센터입구
52,2,4,STS
53,2,5,제네시스
54,2,6,브라운스톤아파트
55,2,7,벽산블루밍아파트
56,2,8,종합운동장
57,2,9,천안시청시의회
58,2,10,천안시청
59,2,11,백석호반1차아파트
60,2,12,백석호반2차아파트
61,2,13,백석초등학교
62,2,14,백석종합상가
63,2,15,백석현대아파트
64,2,16,백석사거리
65,2,17,가구웨딩특화거리
66,2,18,우방아이유셀아파트
67,2,19,종합터미널
68,2,20,신부경남아파트
69,2,21,천안중학교
70,2,22,교보생명
71,2,23,교보사거리
72,2,24,원성극동아파트
73,2,25,천안여중입구
74,2,26,우성VIP 아파트
75,2,27,남부오거리
76,2,28,일봉초등학교
77,2,29,다가동신성아파트
78,2,30,충무병원
79,2,31,쌍용동 이마트
80,2,32,이화여성병원
81,2,33,쌍용역예일병원계룡아파트
82,2,34,쌍용고입구
83,2,35,월봉대우아파트
84,2,36,월봉벽산아파트
85,2,37,불당 한성아파트
86,2,38,월봉고등학교
87,2,39,갤러리아백화점
88,2,40,불당시티프라디움3차
89,2,41,아산패션1광장
90,2,42,충남북부상공회의소
91,2,43,천안교육지원청
92,2,44,불당한성아파트
93,2,45,불당동행정복지센터
94,2,46,불당동일하이빌
95,2,47,천안시청 서북구보건소
96,2,48,천안시청
97,3,1,천안시청
98,3,2,천안시청시의회
99,3,3,불당상업지구입구
100,3,4,서울대정병원
101,3,5,불당현대아이파크
102,3,6,마디손병원
103,3,7,와이시티
104,3,8,패션2광장
105,3,9,충남북부상공회의소
106,3,10,천안교육지원청
107,3,11,한화꿈에그린아파트
108,3,12,월봉청솔아파트
109,3,13,용암마을
110,3,14,쌍용한라동백아파트
111,3,15,쌍용동사거리
112,3,16,충무병원
113,3,17,다가동신성아파트YWCA
114,3,18,일봉초등학교
115,3,19,남부오거리
116,3,20,농협원성점
117,3,21,청과시장
118,3,22,버들육거리
119,3,23,동남구보건소
120,3,24,천안역
121,3,25,삼도상가
122,3,26,복자여자중고등학교
123,3,27,방죽안오거리
124,3,28,종합터미널
125,3,29,대림한숲아파트
126,3,30,대림한내아파트
127,3,31,역말오거리
128,3,32,이안아파트 코아루아파트
129,3,33,두정역푸르지오
130,3,34,두정역
131,3,35,두정대우1차아파트
132,3,36,두정대림아파트
133,3,37,두정도서관
134,3,38,두정고등학교
135,3,39,두정대우5차아파트
136,3,40,두정세광아파트
137,3,41,두정부경아파트
138,3,42,한방병원
139,3,43,백석그린빌아파트
140,3,44,백석11단지
141,3,45,천안시청
142,4,1,천안시청
143,4,2,백석11단지
144,4,3,백석그린빌아파트
145,4,4,두정부경아파트
146,4,5,두정세광아파트
147,4,6,두정대우5차아파트
148,4,7,두정도서관
149,4,8,펜타폴리스 2차
150,4,9,두정대우1차아파트
151,4,10,두정역
152,4,11,두정역입구
153,4,12,이안아파트 코아루아파트
154,4,13,역말오거리
155,4,14,대림한내아파트
156,4,15,대림한숲아파트
157,4,16,종합터미널
158,4,17,방죽안오거리
159,4,18,복자여자중고등학교
160,4,19,삼도상가
161,4,20,천안역
162,4,21,동남구보건소
163,4,22,버들육거리
164,4,23,청과시장
165,4,24,농협원성점
166,4,25,남부오거리
167,4,26,일봉초등학교
168,4,27,다가동신성아파트
169,4,28,충무병원
170,4,29,쌍용동사거리
171,4,30,쌍용초등학교
172,4,31,용암마을
173,4,32,불당 한성아파트
174,4,33,천안교육지원청
175,4,34,충남북부상공회의소
176,4,35,패션2광장
177,4,36,와이시티
178,4,37,불당현대아이파크
179,4,38,불당상업지구입구
180,4,39,천안시청시의회
181,4,40,천안시청
182,5,1,신부경남아파트
183,5,2,천안중학교
184,5,3,교보생명
185,5,4,교보사거리
186,5,5,원성극동아파트
187,5,6,천안여중입구
188,5,7,우성VIP 아파트
189,5,8,농협원성점
190,5,9,청과시장
191,5,10,버들육거리
192,5,11,동남구보건소
193,5,12,천안역
194,5,13,삼도상가
195,5,14,복자여자중고등학교
196,5,15,방죽안오거리
197,5,16,신부청광아파트
198,5,17,동아태조아파트
199,5,18,역말오거리
200,5,19,이안아파트 코아루아파트
201,5,20,두정역입구
202,5,21,두정역마을
203,5,22,부성1동행정복지센터
204,5,23,공주대공과대학
205,5,24,천안상업고등학교
206,5,25,"메가마트, 농수산물도매시장"
207,5,26,신당동
208,5,27,직산역입구
209,5,28,직산사거리
210,5,29,직산농협산지유통센터
211,5,30,거리막
212,5,31,직산부영아파트
213,5,32,성환E-편한세상
214,5,33,동성중학교
215,5,34,매주리혜성아파트
216,5,35,삼풍아파트
217,5,36,성환리(성환터미널)
218,5,37,성환4리
219,5,38,성환10리
220,5,39,성신초등학교
221,5,40,성환역
222,5,41,골드아파트
223,5,42,중앙아파트
224,5,43,천안배원예농협
225,5,44,성환문화회관
226,5,45,남서울대학교
227,5,46,남서울대학교 주차장
228,6,1,남서울대학교 주차장
229,6,2,남서울대학교
230,6,3,성환문화회관
231,6,4,천안배원예농협
232,6,5,삼풍아파트
233,6,6,골드아파트
234,6,7,성환역
235,6,8,성신초등학교
236,6,9,성환10리
237,6,10,성환4리
238,6,11,성환터미널
239,6,12,삼풍아파트
240,6,13,매주1리
241,6,14,동성중학교
242,6,15,성환e편한세상
243,6,16,직산부영아파트
244,6,17,삼은6리
245,6,18,직산사거리
246,6,19,직산역입구
247,6,20,신당동
248,6,21,농산물도매시장
249,6,22,천안상업고등학교(e편한세상천안부성아파트)
250,6,23,공주대공과대학
251,6,24,부성1동행정복지센터
252,6,25,두정역마을
253,6,26,두정역 푸르지오
254,6,27,두정역입구
255,6,28,이안아파트 코아루아파트
256,6,29,역말오거리
257,6,30,신부우방아파트
258,6,31,신부청광아파트
259,6,32,방죽안오거리
260,6,33,복자여자중고등학교
261,6,34,삼도상가
262,6,35,천안역
263,6,36,동남구보건소
264,6,37,버들육거리
265,6,38,청과시장
266,6,39,농협원성점
267,6,40,우성VIP 아파트
268,6,41,천안여중입구
269,6,42,원성극동아파트
270,6,43,교보사거리
271,6,44,교보생명
272,6,45,중앙고등학교
273,6,46,신부경남아파트
274,7,1,천안시청
275,7,2,백석11단지
276,7,3,백석아이파크2차아파트
277,7,4,백석이수아파트입구
278,7,5,산업단지공단입구
279,7,6,번영로가구타운
280,7,7,2공단입구
281,7,8,서북경찰서
282,7,9,원네스아파트
283,7,10,업성고교
284,7,11,업성초교
285,7,12,서북경찰서
286,7,13,업성초등학교
287,7,14,신당동
288,7,15,직산역입구
289,7,16,직산읍행정복지센터
290,7,17,서북구청
291,7,18,직산한도아파트
292,7,19,직산메르디앙아파트
293,7,20,충남테크노파크
294,7,21,충남테크노파크 번영관
295,7,22,남산리 대덕가스
296,7,23,군서2리
297,7,24,군동2리
298,7,25,군서1리
299,7,26,성월사입구
300,7,27,포스코SPS
301,7,28,직산청호아파트
302,7,29,직산부영아파트
303,7,30,성환부영아파트
304,7,31,천안배원예농협
305,7,32,삼풍아파트
306,7,33,골드아파트
307,7,34,성환역
308,7,35,성신초등학교
309,7,36,성환10리
310,7,37,성환4리
311,7,38,성환리(성환터미널)
312,8,1,성환리(성환터미널)
313,8,2,삼풍아파트
314,8,3,중앙아파트
315,8,4,천안배원예농협
316,8,5,성환부영아파트
317,8,6,직산부영아파트
318,8,7,직산청호아파트
319,8,8,포스코SPS
320,8,9,성월사입구
321,8,10,군서1리
322,8,11,군동2리
323,8,12,군서2리
324,8,13,남산리(대덕가스)
325,8,14,충남테크노파크
326,8,15,직산메르디앙아파트
327,8,16,한도아파트
328,8,17,서북구청
329,8,18,직산읍행정복지센터
330,8,19,직산사거리
331,8,20,직산역입구
332,8,21,신당동
333,8,22,업성초교
334,8,23,업성고교
335,8,24,원네스아파트
336,8,25,서북경찰서
337,8,26,번영로공구상가
338,8,27,2공단입구
339,8,28,번영로가구타운
340,8,29,삼성SDI
341,8,30,산업단지공단입구
342,8,31,백석이수아파트입구
343,8,32,백석아이파크2차아파트
344,8,33,백석11단지
345,8,34,천안시청
346,9,1,성환리(성환터미널)
347,9,2,삼풍아파트
348,9,3,중앙아파트
349,9,4,천안배원예농협
350,9,5,성환부영아파트
351,9,6,시름세삼거리
352,9,7,상덕2리
353,9,8,상덕2리
354,9,9,시름세삼거리
355,9,10,직산부영아파트
356,9,11,직산청호아파트
357,9,12,포스코SPS
358,9,13,성월사입구
359,9,14,군서1리
360,9,15,군동2리
361,9,16,군서2리
362,9,17,남산리(대덕가스)
363,9,18,충남테크노파크
364,9,19,직산메르디앙아파트
365,9,20,한도아파트
366,9,21,서북구청
367,9,22,직산읍행정복지센터
368,9,23,직산사거리
369,9,24,직산역입구
370,9,25,신당동
371,9,26,업성동입구
372,9,27,서북경찰서
373,9,28,번영로공구상가
374,9,29,2공단입구
375,9,30,번영로가구타운
376,9,31,삼성SDI
377,9,32,산업단지공단입구
378,9,33,백석이수아파트입구
379,9,34,백석아이파크2차아파트
380,9,35,백석11단지
381,9,36,천안시청
382,10,1,천안시청
383,10,2,백석11단지
384,10,3,백석아이파크2차아파트
385,10,4,백석이수아파트입구
386,10,5,산업단지공단입구
387,10,6,번영로가구타운
388,10,7,2공단입구
389,10,8,서북경찰서
390,10,9,업성초등학교
391,10,10,신당동
392,10,11,직산역입구
393,10,12,직산읍행정복지센터
394,10,13,서북구청
395,10,14,직산한도아파트
396,10,15,직산메르디앙아파트
397,10,16,충남테크노파크
398,10,17,충남테크노파크 번영관
399,10,18,남산리 대덕가스
400,10,19,군서2리
401,10,20,군동2리
402,10,21,군서1리
403,10,22,성월사입구
404,10,23,포스코SPS
405,10,24,직산청호아파트
406,10,25,직산부영아파트
407,10,26,시름세삼거리
408,10,27,상덕2리
409,10,28,상덕2리
410,10,29,시름세삼거리
411,10,30,성환부영아파트
412,10,31,천안배원예농협
413,10,32,삼풍아파트
414,10,33,골드아파트
415,10,34,성환역
416,10,35,성신초등학교
417,10,36,성환10리
418,10,37,성환4리
419,10,38,성환리(성환터미널)
420,11,1,성환터미널
421,11,2,삼풍아파트
422,11,3,중앙아파트
423,11,4,천안배원예농협
424,11,5,성환부영아파트
425,11,6,직산부영아파트
426,11,7,직산청호아파트
427,11,8,포스코SPS
428,11,9,성월사입구
429,11,10,군서1리
430,11,11,군동2리
431,11,12,군서2리
432,11,13,남산리(대덕가스)
433,11,14,충남테크노파크
434,11,15,한도아파트
435,11,16,서북구청
436,11,17,직산읍행정복지센터
437,11,18,직산사거리
438,11,19,직산역
439,11,20,직산역입구
440,11,21,신당동
441,11,22,업성동입구
442,11,23,서북경찰서
443,11,24,번영로공구상가
444,11,25,2공단입구
445,11,26,번영로가구타운
446,11,27,백석이수아파트입구
447,11,28,백석아이파크2차아파트
448,11,29,백석11단지
449,11,30,천안시청
450,12,1,천안시청
451,12,2,백석11단지
452,12,3,백석아이파크2차아파트
453,12,4,백석이수아파트입구
454,12,5,산업단지공단입구
455,12,6,번영로가구타운
456,12,7,2공단입구
457,12,8,서북경찰서
458,12,9,원네스아파트
459,12,10,업성고교
460,12,11,업성초교
461,12,12,서북경찰서
462,12,13,업성초등학교
463,12,14,신당동
464,12,15,직산역입구
465,12,16,직산역
466,12,17,직산역
467,12,18,직산읍행정복지센터
468,12,19,서북구청
469,12,20,직산한도아파트
470,12,21,직산메르디앙아파트
471,12,22,충남테크노파크
472,12,23,충남테크노파크 번영관
473,12,24,남산리 대덕가스
474,12,25,군서2리
475,12,26,군서1리
476,12,27,성월사입구
477,12,28,포스코SPS
478,12,29,직산청호아파트
479,12,30,직산부영아파트
480,12,31,성환부영아파트
481,12,32,천안배원예농협
482,12,33,삼풍아파트
483,12,34,골드아파트
484,12,35,성환역
485,12,36,성신초등학교
486,12,37,성환10리
487,12,38,성환4리
488,12,39,성환리(성환터미널)
489,13,1,두정우남아파트
490,13,2,주공8단지아파트
491,13,3,두정역
492,13,4,두정역입구
493,13,5,이안아파트 코아루아파트
494,13,6,역말오거리
495,13,7,힐스테이트
496,13,8,북일고북일여고
497,13,9,단국대 삼거리
498,13,10,단국대학교
499,13,11,단국대입구
500,13,12,단국대 삼거리
501,13,13,옹골부락
502,13,14,도솔광장
503,13,15,대림한숲아파트
504,13,16,종합터미널
505,13,17,방죽안오거리
506,13,18,복자여자중고등학교
507,13,19,삼도상가
508,13,20,천안역 동부광장
509,13,21,온양나드리
510,13,22,남산중앙시장
511,13,23,남산축협
512,13,24,남부오거리
513,13,25,선영새마을금고
514,13,26,일봉동주민센터
515,13,27,농협 봉명동지점
516,13,28,순천향병원
517,13,29,천고사거리
518,13,30,공작아파트 입구
519,13,31,천안역 서부광장
520,13,32,성정사거리
521,13,33,성정초등학교
522,13,34,성정1동행정복지센터
523,13,35,"성정2동행정복지센터,건강생활지원센터"
524,13,36,천안서초등학교
525,13,37,광제산부인과
526,13,38,성정동롯데마트
527,13,39,두정 하이마트
528,13,40,늘푸른극동아파트
529,13,41,천안우체국
530,13,42,두정고등학교
531,13,43,두정한성아파트
532,14,1,두정우성아파트
533,14,2,천안고용노동지청
534,14,3,늘푸른극동아파트
535,14,4,6단지후문
536,14,5,롯데마트
537,14,6,광제산부인과
538,14,7,천안서초등학교
539,14,8,"성정2동행정복지센터,건강생활지원센터"
540,14,9,가구웨딩특화거리
541,14,10,성정1동행정복지센터
542,14,11,성정초등학교
543,14,12,성정사거리
544,14,13,천안역 서부광장
545,14,14,공작아파트 입구
546,14,15,봉명동행정복지센터
547,14,16,순천향병원
548,14,17,농협 봉명동지점
549,14,18,일봉동행정복지센터
550,14,19,선영새마을금고
551,14,20,남산축협
552,14,21,중앙시장
553,14,22,오룡우체국
554,14,23,동남구청
555,14,24,천안역
556,14,25,삼도상가
557,14,26,복자여자중고등학교
558,14,27,방죽안오거리
559,14,28,종합터미널
560,14,29,대림한숲아파트
561,14,30,옹골부락
562,14,31,단국대 삼거리
563,14,32,단국대학교
564,14,33,단국대입구
565,14,34,단국대 삼거리
566,14,35,북일고북일여고
567,14,36,단대로
568,14,37,역말오거리
569,14,38,이안아파트 코아루아파트
570,14,39,두정역푸르지오
571,14,40,두정역
572,14,41,한성3차아파트
573,14,42,두정우남아파트
574,15,1,신부경남아파트
575,15,2,천안중학교
576,15,3,교보생명
577,15,4,교보사거리
578,15,5,원성극동아파트
579,15,6,천안여중입구
580,15,7,우성VIP 아파트
581,15,8,농협원성점
582,15,9,청과시장
583,15,10,버들육거리
584,15,11,동남구보건소
585,15,12,천안역
586,15,13,삼도상가
587,15,14,복자여자중고등학교
588,15,15,방죽안오거리
589,15,16,신부청광아파트
590,15,17,동아태조아파트
591,15,18,역말오거리
592,15,19,이안아파트 코아루아파트
593,15,20,두정역입구
594,15,21,두정역마을
595,15,22,부성1동행정복지센터
596,15,23,공주대공과대학
597,15,24,천안상업고등학교
598,15,25,"메가마트, 농수산물도매시장"
599,15,26,신당동
600,15,27,직산역입구
601,15,28,직산사거리
602,15,29,직산농협산지유통센터
603,15,30,거리막
604,15,31,직산부영아파트
605,15,32,성환부영아파트
606,15,33,천안배원예농협
607,15,34,삼풍아파트
608,15,35,삼풍아파트
609,15,36,성환리(성환터미널)
610,15,37,성환4리
611,15,38,성환10리
612,15,39,성신초등학교
613,15,40,성환역
614,15,41,골드아파트
615,15,42,중앙아파트
616,15,43,천안배원예농협
617,15,44,성환문화회관
618,15,45,남서울대학교
619,15,46,남서울대학교 주차장
620,16,1,남서울대학교 주차장
621,16,2,남서울대학교
622,16,3,성환문화회관
623,16,4,천안배원예농협
624,16,5,삼풍아파트
625,16,6,골드아파트
626,16,7,성환역
627,16,8,성신초등학교
628,16,9,성환10리
629,16,10,성환4리
630,16,11,성환터미널
631,16,12,삼풍아파트
632,16,13,중앙아파트
633,16,14,천안배원예농협
634,16,15,성환부영아파트
635,16,16,직산부영아파트
636,16,17,삼은6리
637,16,18,직산사거리
638,16,19,직산역입구
639,16,20,신당동
640,16,21,농산물도매시장
641,16,22,천안상업고등학교(e편한세상천안부성아파트)
642,16,23,공주대공과대학
643,16,24,부성1동행정복지센터
644,16,25,두정역마을
645,16,26,두정역 푸르지오
646,16,27,두정역입구
647,16,28,이안아파트 코아루아파트
648,16,29,역말오거리
649,16,30,신부우방아파트
650,16,31,신부청광아파트
651,16,32,방죽안오거리
652,16,33,복자여자중고등학교
653,16,34,삼도상가
654,16,35,천안역
655,16,36,동남구보건소
656,16,37,버들육거리
657,16,38,청과시장
658,16,39,농협원성점
659,16,40,우성VIP 아파트
660,16,41,천안여중입구
661,16,42,원성극동아파트
662,16,43,교보사거리
663,16,44,교보생명
664,16,45,중앙고등학교
665,16,46,신부경남아파트
666,17,1,군동2리
667,17,2,군서2리
668,17,3,남산리(대덕가스)
669,17,4,충남테크노파크
670,17,5,직산메르디앙아파트
671,17,6,한도아파트
672,17,7,서북구청
673,17,8,직산읍행정복지센터
674,17,9,직산사거리
675,17,10,직산역입구
676,17,11,신당동
677,17,12,농산물도매시장
678,17,13,천안상업고등학교(e편한세상천안부성아파트)
679,17,14,공주대공과대학
680,17,15,부성1동행정복지센터
681,17,16,두정역마을
682,17,17,두정역 푸르지오
683,17,18,두정역입구
684,17,19,이안아파트 코아루아파트
685,17,20,역말오거리
686,17,21,신부우방아파트
687,17,22,신부청광아파트
688,17,23,종합터미널
689,18,1,고속터미널
690,18,2,신부청광아파트
691,18,3,동아태조아파트
692,18,4,역말오거리
693,18,5,이안아파트 코아루아파트
694,18,6,두정역입구
695,18,7,두정역마을
696,18,8,부성1동행정복지센터
697,18,9,공주대공과대학
698,18,10,천안상업고등학교
699,18,11,"메가마트, 농수산물도매시장"
700,18,12,신당동
701,18,13,직산역입구
702,18,14,직산읍행정복지센터
703,18,15,서북구청
704,18,16,직산한도아파트
705,18,17,직산메르디앙아파트
706,18,18,충남테크노파크
707,18,19,충남테크노파크 번영관
708,18,20,남산리 대덕가스
709,18,21,군서2리
710,18,22,군동2리
711,19,1,고속터미널
712,19,2,신부청광아파트
713,19,3,동아태조아파트
714,19,4,역말오거리
715,19,5,이안아파트 코아루아파트
716,19,6,두정역입구
717,19,7,부성1동행정복지센터
718,19,8,공주대공과대학
719,19,9,천안상업고등학교
720,19,10,"메가마트, 농수산물도매시장"
721,19,11,신당동
722,19,12,직산역입구
723,19,13,신월1리
724,19,14,신월저수지
725,19,15,소우리 크레아타운
726,19,16,소우리
727,20,1,소우리
728,20,2,소우리 크레아타운
729,20,3,신월저수지
730,20,4,신월1리
731,20,5,신당동
732,20,6,농산물도매시장
733,20,7,천안상업고등학교(e편한세상천안부성아파트)
734,20,8,공주대공과대학
735,20,9,부성1동행정복지센터
736,20,10,두정역마을
737,20,11,두정역 푸르지오
738,20,12,두정역입구
739,20,13,이안아파트 코아루아파트
740,20,14,역말오거리
741,20,15,신부우방아파트
742,20,16,신부청광아파트
743,20,17,종합터미널
744,21,1,석곡리(돌실)
745,21,2,석곡리
746,21,3,율금리
747,21,4,율금1리
748,21,5,율금리1구(밤개울)
749,21,6,율금교
750,21,7,매주3리
751,21,8,매주4리(삼천리앞)
752,21,9,골드아파트
753,21,10,성환역
754,21,11,성신초등학교
755,21,12,성환10리
756,21,13,성환4리
757,21,14,성환터미널
758,22,1,성환리(성환터미널)
759,22,2,성환4리
760,22,3,성환10리
761,22,4,성신초등학교
762,22,5,성환역
763,22,6,골드아파트
764,22,7,매주4리(삼천리앞)
765,22,8,매주3리
766,22,9,율금교
767,22,10,율금리
768,22,11,율금1리
769,22,12,대명아파트
770,22,13,석곡리
771,22,14,석곡리(돌실)
772,23,1,두진아파트
773,23,2,율금2리
774,23,3,이화아파트
775,23,4,대영한아름아파트
776,23,5,율금리
777,23,6,율금교
778,23,7,매주3리
779,23,8,매주4리(삼천리앞)
780,23,9,골드아파트
781,23,10,성환역
782,23,11,성신초등학교
783,23,12,성환10리
784,23,13,성환4리
785,23,14,성환터미널
786,24,1,성환리(성환터미널)
787,24,2,성환4리
788,24,3,성환10리
789,24,4,성신초등학교
790,24,5,성환역
791,24,6,골드아파트
792,24,7,매주4리(삼천리앞)
793,24,8,매주3리
794,24,9,율금교
795,24,10,율금리
796,24,11,대영한아름아파트
797,24,12,이화아파트
798,24,13,율금2리
799,24,14,두진아파트
800,25,1,왕림리(종점)
801,25,2,왕림리
802,25,3,왕림2리
803,25,4,국립축산과학원입구
804,25,5,성환고등학교
805,25,6,송덕리
806,25,7,성환8리
807,25,8,성신초등학교
808,25,9,성환역
809,25,10,골드아파트
810,25,11,삼풍아파트
811,25,12,성환리(성환터미널)
812,26,1,성환터미널
813,26,2,삼풍아파트
814,26,3,골드아파트
815,26,4,성환역
816,26,5,성신초등학교
817,26,6,성환8리
818,26,7,송덕
819,26,8,성환고등학교
820,26,9,국립축산과학원입구
821,26,10,왕림2리
822,26,11,왕림리
823,26,12,왕림리(종점)
824,27,1,성환터미널
825,27,2,삼풍아파트
826,27,3,골드아파트
827,27,4,성환역
828,27,5,성신초등학교
829,27,6,성환8리
830,27,7,송덕
831,27,8,성환고등학교
832,27,9,국립축산과학원입구
833,27,10,왕림2리(각금)
834,27,11,왕림2리
835,27,12,왕림3리
836,27,13,신방초등학교
837,27,14,신방1리
838,27,15,신방리(종점)
839,28,1,신방리(종점)
840,28,2,신방1리
841,28,3,신방초등학교
842,28,4,왕림3리
843,28,5,왕림2리
844,28,6,왕림2리(각금)
845,28,7,국립축산과학원입구
846,28,8,성환고등학교
847,28,9,송덕리
848,28,10,성환8리
849,28,11,성신초등학교
850,28,12,성환역
851,28,13,골드아파트
852,28,14,삼풍아파트
853,28,15,성환리(성환터미널)
854,29,1,와룡3리(북농촌)
855,29,2,와룡2리
856,29,3,와룡1리
857,29,4,와룡리입구
858,29,5,신가2리
859,29,6,신가1리(신흥)
860,29,7,복모리
861,29,8,어룡리
862,29,9,우신1리
863,29,10,우신1리(경로당)
864,29,11,기린빌라
865,29,12,송덕리
866,29,13,성환8리
867,29,14,성신초등학교
868,29,15,성환역
869,29,16,골드아파트
870,29,17,삼풍아파트
871,29,18,성환리(성환터미널)
872,30,1,성환터미널
873,30,2,삼풍아파트
874,30,3,골드아파트
875,30,4,성환역
876,30,5,성신초등학교
877,30,6,성환8리
878,30,7,송덕
879,30,8,기린빌라
880,30,9,우신1리(경로당)
881,30,10,우신1리
882,30,11,어룡리
883,30,12,복모리
884,30,13,신가초등학교
885,30,14,신가2리
886,30,15,와룡리입구
887,30,16,와룡1리
888,30,17,와룡2리(농촌)
889,30,18,와룡종점
890,31,1,성환터미널
891,31,2,삼풍아파트
892,31,3,골드아파트
893,31,4,성환역
894,31,5,성신초등학교
895,31,6,성환8리
896,31,7,송덕
897,31,8,기린빌라
898,31,9,우신1리(경로당)
899,31,10,우신1리
900,31,11,어룡리
901,31,12,복모리
902,31,13,신가초등학교
903,31,14,신가2리
904,31,15,와룡리입구
905,31,16,와룡1리
906,31,17,와룡2리(농촌)
907,31,18,와룡종점
908,31,19,노와2리
909,31,20,노와4리(1반)
910,31,21,노와4리
911,31,22,추팔리(종점)
912,32,1,추팔리(종점)
913,32,2,"노와4리,대사2리"
914,32,3,노와2리
915,32,4,와룡3리(북농촌)
916,32,5,와룡2리
917,32,6,와룡1리
918,32,7,와룡리입구
919,32,8,신가2리
920,32,9,신가1리(신흥)
921,32,10,복모리
922,32,11,어룡리
923,32,12,우신1리
924,32,13,우신1리(경로당)
925,32,14,기린빌라
926,32,15,송덕리
927,32,16,성환8리
928,32,17,성신초등학교
929,32,18,성환역
930,32,19,골드아파트
931,32,20,삼풍아파트
932,32,21,성환리(성환터미널)
933,33,1,방아다리공원
934,33,2,쌍용역(종합터미널방면)
935,33,3,나사렛대학교
936,33,4,쌍용동맘마마트
937,33,5,용암마을
938,33,6,쌍용한라동백아파트
939,33,7,쌍용동사거리
940,33,8,쌍용패션거리
941,33,9,천안여상입구
942,33,10,계광중학교
943,33,11,대우5차아파트
944,33,12,성정시장(주공5단지)
945,33,13,성정초등학교
946,33,14,성정1동행정복지센터
947,33,15,우방아이유셀아파트
948,33,16,종합터미널
949,33,17,신부경남아파트
950,33,18,천안중학교
951,33,19,교보생명
952,33,20,교보사거리
953,33,21,원성극동아파트
954,33,22,천안여중입구
955,33,23,삼룡교
956,33,24,구성초등학교
957,33,25,구성신성아파트
958,33,26,천안박물관
959,33,27,원삼거리
960,33,28,천안여자고등학교
961,33,29,선문대(천안)
962,33,30,도리티고개
963,33,31,LS일렉트릭
964,33,32,부영아파트입구
965,33,33,부영아파트
966,34,1,부영아파트
967,34,2,부영아파트입구
968,34,3,LS일렉트릭
969,34,4,도리티고개
970,34,5,선문대(천안)
971,34,6,천안여자고등학교
972,34,7,원삼거리
973,34,8,천안박물관
974,34,9,구성신성아파트
975,34,10,구성초등학교
976,34,11,삼룡교
977,34,12,천안여중입구
978,34,13,원성극동아파트
979,34,14,교보사거리
980,34,15,교보생명
981,34,16,중앙고등학교
982,34,17,신부경남아파트
983,34,18,고속터미널
984,34,19,성정1동행정복지센터
985,34,20,성정초등학교
986,34,21,주공5단지아파트
987,34,22,봉명 청솔아파트
988,34,23,계광중학교
989,34,24,천안여상입구
990,34,25,열린치과
991,34,26,주공7단지
992,34,27,쌍용초등학교
993,34,28,용암마을
994,34,29,쌍용동맘마마트
995,34,30,나사렛대학교
996,34,31,쌍용역(방아다리공원방면)
997,34,32,방아다리공원
998,35,1,고속터미널
999,35,2,신부청광아파트
1000,35,3,동아태조아파트
1001,35,4,역말오거리
1002,35,5,이안아파트 코아루아파트
1003,35,6,두정역입구
1004,35,7,두정역마을
1005,35,8,천안중앙교회
1006,35,9,부성1동행정복지센터
1007,35,10,공주대공과대학
1008,35,11,천안상업고등학교
1009,35,12,"메가마트, 농수산물도매시장"
1010,35,13,신당동
1011,35,14,직산역입구
1012,35,15,직산읍행정복지센터
1013,35,16,서북구청
1014,35,17,삼환나우빌
1015,35,18,소우리입구
1016,35,19,소우1리(바조리)
1017,35,20,충청연수원 입구
1018,35,21,문덕리
1019,35,22,성거하늘빛아파트
1020,35,23,거봉주유소
1021,35,24,송남리
1022,35,25,성거읍행정복지센터
1023,35,26,성거 SKC
1024,35,27,삼일아파트
1025,35,28,성거초등학교
1026,35,29,충남예술고등학교
1027,35,30,남창마을
1028,35,31,송남리
1029,35,32,청구빌라
1030,35,33,석교2리
1031,35,34,망향의동산
1032,35,35,성거육영아파트
1033,35,36,요방1리입구
1034,35,37,요방3리
1035,35,38,단대병원
