"","RC1","RC2","RC3","sigun"
"90",-0.666518063016064,-0.340844623632472,0.446196348019649,"양구군"
"91",0.314821120516624,-0.376333020052197,-0.0892206821224819,"양산시"
"92",-0.6507124141787,1.85270375173445,0.312540027098585,"양양군"
"93",0.597080826664119,-0.0474479947368182,0.292194973069857,"양주시"
"94",0.0815317079897158,-0.635274869867015,0.121858916411805,"양천구"
"95",0.233378708445216,1.1590248881997,0.057389344002752,"양평군"
"96",0.33700765215305,1.20478739483439,-0.0225416150832426,"여수시"
"97",-0.0424841996250925,-0.312051045890012,0.146624275602038,"여주시"
"98",-0.738381532929721,0.027423213750975,0.46214060451754,"연천군"
"99",-0.595978924871357,-0.26850481937535,0.345070794688174,"영광군"
"100",-0.779207409461167,0.552574020007493,0.429774017341434,"영덕군"
"101",-0.759284692297731,-0.364269235742572,0.25903729895053,"영동군"
"102",0.568274068101295,-0.596242210433181,0.198993847005267,"영등포구"
"103",-0.586640231044751,-0.406779515275108,-0.484344688378767,"영암군"
"104",-0.749443080332194,-0.343510977720697,0.304045127654448,"영양군"
"105",-0.577134968527446,-0.0527012563371188,0.00729422263366447,"영월군"
"106",-0.565174686846539,-0.424986408176229,0.349146172894001,"영주시"
"107",-0.486692494480748,-0.256084450214009,0.0339338865947372,"영천시"
"108",-0.448428200052005,-0.0329358062261827,-0.220310813647304,"예산군"
"109",-0.626713616998992,-0.478491551985277,-0.182430762177058,"예천군"
"110",0.0814842105755132,-0.420564713498556,0.0541253920164227,"오산시"
"111",-0.533161960818815,-0.283106389627268,0.265379737051691,"옥천군"
"112",-0.650116379680573,0.0324109354654477,0.407703699758765,"완도군"
"113",-0.537544361645298,-0.306544691073971,0.441445659451571,"완주군"
"114",1.3156511477614,-0.471828259661125,-0.723929497234589,"용산구"
"115",3.71780146201026,-0.480005013916017,1.23122809010154,"용인시"
"116",-0.615773333672797,-0.252007675125602,0.682939669944729,"울릉군"
"117",-0.756730870330057,0.423500163663366,0.0922933062261021,"울진군"
"118",0.628018805754448,0.094227735176188,0.960858254894996,"원주시"
"119",-0.163097998079691,-0.543855936173556,1.17079397197239,"은평구"
"120",-0.505568244770436,-0.5463917220746,1.40564821311035,"음성군"
"121",-0.67999497385461,-0.500539836052538,0.247297672798106,"의령군"
"122",-0.624987622735905,-0.493663415645439,0.385353618497613,"의성군"
"123",0.0579258344339712,-0.478313749979199,0.344860379062794,"의왕시"
"124",0.546285384410715,-0.650107733472043,0.25676520633676,"의정부시"
"125",0.227483358934168,-0.439984396086018,-0.117138070511513,"이천시"
"126",-0.08116958170424,-0.275409287633685,0.975212145826214,"익산시"
"127",-0.651413135895852,-0.00761627073580597,0.381152347458272,"인제군"
"128",-0.583865181259055,-0.404155903308637,-0.156215898764082,"임실군"
"129",-0.577495979967345,-0.430835777154462,0.855104466308103,"장성군"
"130",-0.74003623211311,-0.521982948190925,1.04067780985068,"장수군"
"131",-0.701404213971575,-0.30065813086747,0.669164078489383,"장흥군"
"132",0.955722878045225,-0.234783683012517,1.53988380409855,"전주시"
"133",-0.38745760176535,0.103084561277654,0.990654228897894,"정선군"
"134",-0.454752278724335,-0.288953962838781,0.0179977157168171,"정읍시"
"135",2.07839454364605,7.52007724227031,-0.0707330622520067,"제주시"
"136",-0.58763731399327,0.57773381529636,-0.37150603432103,"제천시"
"137",0.666342482407305,-0.340383071343037,0.212414622536047,"종로구"
"138",-0.62915174743893,-0.477964951309571,0.439877422130981,"증평군"
"139",-0.688989460640382,-0.0807216524888583,0.329221849397446,"진도군"
"140",-0.717258832396758,-0.248006153669069,0.195283428677517,"진안군"
"141",-0.11270063714093,0.106128303763301,-0.0802926924862087,"진주시"
"142",-0.571531188939955,-0.367056913079719,0.137653180051402,"진천군"
"143",-0.532725603797726,-0.303960327437065,0.910917468733841,"창녕군"
"144",2.03397422002203,0.312997908533385,0.477570815256532,"창원시"
"145",1.79956410305984,-0.435593514895003,0.18774947000487,"천안시"
"146",-0.620074876000303,-0.0788711147886892,-0.184878301776917,"철원군"
"147",-0.483678445307162,-0.258851941333472,-0.129551921071929,"청도군"
"148",-0.665060107271737,-0.33496283316524,-1.91068184374902,"청송군"
"149",-0.679953015565675,-0.298927782612024,-1.48094601882151,"청양군"
"150",1.61446994372733,0.18963176733477,-0.601328568037682,"청주시"
"151",0.900730902729869,0.591673425759642,-0.519947544465657,"춘천시"
"152",-0.256957743693493,0.118959621218603,-0.379558560897905,"충주시"
"153",-0.207738516123911,-0.0955880012586065,-0.0495914037505836,"칠곡군"
"154",-0.727029849228258,-0.332379296589896,1.05534924428989,"태백시"
"155",-1.4955538605001,3.73292193639328,0.58863445156238,"태안군"
"156",-0.554266634825992,0.970300632599159,0.689890766204772,"통영시"
"157",2.18188622365781,0.168439061524098,0.426589786702379,"파주시"
"158",-0.349354326799659,0.87219172875234,0.105940623237166,"평창군"
"159",1.83055903408441,-0.632644513402991,0.261593627604135,"평택시"
"160",-0.243403160014107,1.14494323753877,0.616888880111047,"포천시"
"161",0.527167639740216,1.1998318088566,0.305589514568459,"포항시"
"162",1.23728367388593,-0.769999539634434,0.311239772289073,"하남시"
"163",-0.534002341214243,-0.042433983798115,0.795087867204711,"하동군"
"164",-0.505244762685516,-0.433035255367866,0.227636530281008,"함안군"
"165",-0.612587810811178,-0.34766319304916,-0.320428293151578,"함양군"
"166",-0.512345706892955,-0.460925915093819,-0.223369751759519,"함평군"
"167",-0.668840522325253,-0.180342465698149,0.770406134106198,"합천군"
"168",-0.610613003153707,-0.218902284383647,0.78194917297724,"해남군"
"169",-0.523255881956172,-0.215790301398985,0.712208472707917,"홍성군"
"170",0.0127698808058527,1.44405452348029,0.782257581247668,"홍천군"
"171",1.89704418159127,0.956830323856924,-0.122417029585089,"화성시"
"172",-0.455372844320576,-0.332778597166537,0.326484582381719,"화순군"
"173",-0.732235678214853,-0.29845682871918,0.817846707668341,"화천군"
"174",-0.716543634953002,-0.0426967183780238,0.902267029442496,"횡성군"
