,버스노선번호,몇번째 정류장,노선이름
0,1,1,1
1,1,2,천안시청
2,1,3,천안시청 서북구보건소
3,1,4,불당동일하이빌
4,1,5,불당대동다숲
5,1,6,불당한성아파트
6,1,7,천안교육지원청
7,1,8,충남북부상공회의소
8,1,9,패션1광장
9,1,10,펜타포트
10,1,11,서당골
11,1,12,갤러리아백화점
12,1,13,불당동문화카페거리
13,1,14,월봉중학교
14,1,15,한화꿈에그린아파트
15,1,16,쌍용도서관
16,1,17,월봉벽산아파트
17,1,18,월봉5차현대아파트
18,1,19,쌍용고입구
19,1,20,삼일원앙아파트
20,1,21,쌍용역해누리아이파크
21,1,22,쌍용고가교
22,1,23,쌍용동 이마트
23,1,24,충무병원
24,1,25,다가동신성아파트YWCA
25,1,26,일봉초등학교
26,1,27,남부오거리
27,1,28,우성VIP 아파트
28,1,29,천안여중입구
29,1,30,원성극동아파트
30,1,31,교보사거리
31,1,32,교보생명
32,1,33,중앙고등학교
33,1,34,신부경남아파트
34,1,35,고속터미널
35,1,36,가구웨딩특화거리
36,1,37,백석사거리
37,1,38,백석종합상가
38,1,39,백석초등학교
39,1,40,주공그린빌3차아파트
40,1,41,백석11단지
41,1,42,천안시청
42,1,43,천안시청시의회
43,1,44,종합운동장
44,1,45,벽산블루밍아파트
45,1,46,한국더첼
46,1,47,화이트스톤
47,1,48,한들문화센터입구
48,1,49,영진기계
49,1,50,백석농공단지
50,2,1,1
51,2,2,백석농공단지
52,2,3,화성조명
53,2,4,한들문화센터입구
54,2,5,STS
55,2,6,제네시스
56,2,7,브라운스톤아파트
57,2,8,벽산블루밍아파트
58,2,9,종합운동장
59,2,10,천안시청시의회
60,2,11,천안시청
61,2,12,백석호반1차아파트
62,2,13,백석호반2차아파트
63,2,14,백석초등학교
64,2,15,백석종합상가
65,2,16,백석현대아파트
66,2,17,백석사거리
67,2,18,가구웨딩특화거리
68,2,19,우방아이유셀아파트
69,2,20,종합터미널
70,2,21,신부경남아파트
71,2,22,천안중학교
72,2,23,교보생명
73,2,24,교보사거리
74,2,25,원성극동아파트
75,2,26,천안여중입구
76,2,27,우성VIP 아파트
77,2,28,남부오거리
78,2,29,일봉초등학교
79,2,30,다가동신성아파트
80,2,31,충무병원
81,2,32,쌍용동 이마트
82,2,33,이화여성병원
83,2,34,쌍용역예일병원계룡아파트
84,2,35,쌍용고입구
85,2,36,월봉대우아파트
86,2,37,월봉벽산아파트
87,2,38,불당 한성아파트
88,2,39,월봉고등학교
89,2,40,갤러리아백화점
90,2,41,불당시티프라디움3차
91,2,42,아산패션1광장
92,2,43,충남북부상공회의소
93,2,44,천안교육지원청
94,2,45,불당한성아파트
95,2,46,불당동행정복지센터
96,2,47,불당동일하이빌
97,2,48,천안시청 서북구보건소
98,2,49,천안시청
99,3,1,10
100,3,2,천안시청
101,3,3,천안시청시의회
102,3,4,불당상업지구입구
103,3,5,서울대정병원
104,3,6,불당현대아이파크
105,3,7,마디손병원
106,3,8,와이시티
107,3,9,패션2광장
108,3,10,충남북부상공회의소
109,3,11,천안교육지원청
110,3,12,한화꿈에그린아파트
111,3,13,월봉청솔아파트
112,3,14,용암마을
113,3,15,쌍용한라동백아파트
114,3,16,쌍용동사거리
115,3,17,충무병원
116,3,18,다가동신성아파트YWCA
117,3,19,일봉초등학교
118,3,20,남부오거리
119,3,21,농협원성점
120,3,22,청과시장
121,3,23,버들육거리
122,3,24,동남구보건소
123,3,25,천안역
124,3,26,삼도상가
125,3,27,복자여자중고등학교
126,3,28,방죽안오거리
127,3,29,종합터미널
128,3,30,대림한숲아파트
129,3,31,대림한내아파트
130,3,32,역말오거리
131,3,33,이안아파트 코아루아파트
132,3,34,두정역푸르지오
133,3,35,두정역
134,3,36,두정대우1차아파트
135,3,37,두정대림아파트
136,3,38,두정도서관
137,3,39,두정고등학교
138,3,40,두정대우5차아파트
139,3,41,두정세광아파트
140,3,42,두정부경아파트
141,3,43,한방병원
142,3,44,백석그린빌아파트
143,3,45,백석11단지
144,3,46,천안시청
145,4,1,10
146,4,2,천안시청
147,4,3,백석11단지
148,4,4,백석그린빌아파트
149,4,5,두정부경아파트
150,4,6,두정세광아파트
151,4,7,두정대우5차아파트
152,4,8,두정도서관
153,4,9,펜타폴리스 2차
154,4,10,두정대우1차아파트
155,4,11,두정역
156,4,12,두정역입구
157,4,13,이안아파트 코아루아파트
158,4,14,역말오거리
159,4,15,대림한내아파트
160,4,16,대림한숲아파트
161,4,17,종합터미널
162,4,18,방죽안오거리
163,4,19,복자여자중고등학교
164,4,20,삼도상가
165,4,21,천안역
166,4,22,동남구보건소
167,4,23,버들육거리
168,4,24,청과시장
169,4,25,농협원성점
170,4,26,남부오거리
171,4,27,일봉초등학교
172,4,28,다가동신성아파트
173,4,29,충무병원
174,4,30,쌍용동사거리
175,4,31,쌍용초등학교
176,4,32,용암마을
177,4,33,불당 한성아파트
178,4,34,천안교육지원청
179,4,35,충남북부상공회의소
180,4,36,패션2광장
181,4,37,와이시티
182,4,38,불당현대아이파크
183,4,39,불당상업지구입구
184,4,40,천안시청시의회
185,4,41,천안시청
186,5,1,100
187,5,2,신부경남아파트
188,5,3,천안중학교
189,5,4,교보생명
190,5,5,교보사거리
191,5,6,원성극동아파트
192,5,7,천안여중입구
193,5,8,우성VIP 아파트
194,5,9,농협원성점
195,5,10,청과시장
196,5,11,버들육거리
197,5,12,동남구보건소
198,5,13,천안역
199,5,14,삼도상가
200,5,15,복자여자중고등학교
201,5,16,방죽안오거리
202,5,17,신부청광아파트
203,5,18,동아태조아파트
204,5,19,역말오거리
205,5,20,이안아파트 코아루아파트
206,5,21,두정역입구
207,5,22,두정역마을
208,5,23,부성1동행정복지센터
209,5,24,공주대공과대학
210,5,25,천안상업고등학교
211,5,26,"메가마트, 농수산물도매시장"
212,5,27,신당동
213,5,28,직산역입구
214,5,29,직산사거리
215,5,30,직산농협산지유통센터
216,5,31,거리막
217,5,32,직산부영아파트
218,5,33,성환E-편한세상
219,5,34,동성중학교
220,5,35,매주리혜성아파트
221,5,36,삼풍아파트
222,5,37,성환리(성환터미널)
223,5,38,성환4리
224,5,39,성환10리
225,5,40,성신초등학교
226,5,41,성환역
227,5,42,골드아파트
228,5,43,중앙아파트
229,5,44,천안배원예농협
230,5,45,성환문화회관
231,5,46,남서울대학교
232,5,47,남서울대학교 주차장
233,6,1,100
234,6,2,남서울대학교 주차장
235,6,3,남서울대학교
236,6,4,성환문화회관
237,6,5,천안배원예농협
238,6,6,삼풍아파트
239,6,7,골드아파트
240,6,8,성환역
241,6,9,성신초등학교
242,6,10,성환10리
243,6,11,성환4리
244,6,12,성환터미널
245,6,13,삼풍아파트
246,6,14,매주1리
247,6,15,동성중학교
248,6,16,성환e편한세상
249,6,17,직산부영아파트
250,6,18,삼은6리
251,6,19,직산사거리
252,6,20,직산역입구
253,6,21,신당동
254,6,22,농산물도매시장
255,6,23,천안상업고등학교(e편한세상천안부성아파트)
256,6,24,공주대공과대학
257,6,25,부성1동행정복지센터
258,6,26,두정역마을
259,6,27,두정역 푸르지오
260,6,28,두정역입구
261,6,29,이안아파트 코아루아파트
262,6,30,역말오거리
263,6,31,신부우방아파트
264,6,32,신부청광아파트
265,6,33,방죽안오거리
266,6,34,복자여자중고등학교
267,6,35,삼도상가
268,6,36,천안역
269,6,37,동남구보건소
270,6,38,버들육거리
271,6,39,청과시장
272,6,40,농협원성점
273,6,41,우성VIP 아파트
274,6,42,천안여중입구
275,6,43,원성극동아파트
276,6,44,교보사거리
277,6,45,교보생명
278,6,46,중앙고등학교
279,6,47,신부경남아파트
280,7,1,101
281,7,2,천안시청
282,7,3,백석11단지
283,7,4,백석아이파크2차아파트
284,7,5,백석이수아파트입구
285,7,6,산업단지공단입구
286,7,7,번영로가구타운
287,7,8,2공단입구
288,7,9,서북경찰서
289,7,10,원네스아파트
290,7,11,업성고교
291,7,12,업성초교
292,7,13,서북경찰서
293,7,14,업성초등학교
294,7,15,신당동
295,7,16,직산역입구
296,7,17,직산읍행정복지센터
297,7,18,서북구청
298,7,19,직산한도아파트
299,7,20,직산메르디앙아파트
300,7,21,충남테크노파크
301,7,22,충남테크노파크 번영관
302,7,23,남산리 대덕가스
303,7,24,군서2리
304,7,25,군동2리
305,7,26,군서1리
306,7,27,성월사입구
307,7,28,포스코SPS
308,7,29,직산청호아파트
309,7,30,직산부영아파트
310,7,31,성환부영아파트
311,7,32,천안배원예농협
312,7,33,삼풍아파트
313,7,34,골드아파트
314,7,35,성환역
315,7,36,성신초등학교
316,7,37,성환10리
317,7,38,성환4리
318,7,39,성환리(성환터미널)
319,8,1,101
320,8,2,성환리(성환터미널)
321,8,3,삼풍아파트
322,8,4,중앙아파트
323,8,5,천안배원예농협
324,8,6,성환부영아파트
325,8,7,직산부영아파트
326,8,8,직산청호아파트
327,8,9,포스코SPS
328,8,10,성월사입구
329,8,11,군서1리
330,8,12,군동2리
331,8,13,군서2리
332,8,14,남산리(대덕가스)
333,8,15,충남테크노파크
334,8,16,직산메르디앙아파트
335,8,17,한도아파트
336,8,18,서북구청
337,8,19,직산읍행정복지센터
338,8,20,직산사거리
339,8,21,직산역입구
340,8,22,신당동
341,8,23,업성초교
342,8,24,업성고교
343,8,25,원네스아파트
344,8,26,서북경찰서
345,8,27,번영로공구상가
346,8,28,2공단입구
347,8,29,번영로가구타운
348,8,30,삼성SDI
349,8,31,산업단지공단입구
350,8,32,백석이수아파트입구
351,8,33,백석아이파크2차아파트
352,8,34,백석11단지
353,8,35,천안시청
354,9,1,103
355,9,2,성환리(성환터미널)
356,9,3,삼풍아파트
357,9,4,중앙아파트
358,9,5,천안배원예농협
359,9,6,성환부영아파트
360,9,7,시름세삼거리
361,9,8,상덕2리
362,9,9,상덕2리
363,9,10,시름세삼거리
364,9,11,직산부영아파트
365,9,12,직산청호아파트
366,9,13,포스코SPS
367,9,14,성월사입구
368,9,15,군서1리
369,9,16,군동2리
370,9,17,군서2리
371,9,18,남산리(대덕가스)
372,9,19,충남테크노파크
373,9,20,직산메르디앙아파트
374,9,21,한도아파트
375,9,22,서북구청
376,9,23,직산읍행정복지센터
377,9,24,직산사거리
378,9,25,직산역입구
379,9,26,신당동
380,9,27,업성동입구
381,9,28,서북경찰서
382,9,29,번영로공구상가
383,9,30,2공단입구
384,9,31,번영로가구타운
385,9,32,삼성SDI
386,9,33,산업단지공단입구
387,9,34,백석이수아파트입구
388,9,35,백석아이파크2차아파트
389,9,36,백석11단지
390,9,37,천안시청
391,10,1,103
392,10,2,천안시청
393,10,3,백석11단지
394,10,4,백석아이파크2차아파트
395,10,5,백석이수아파트입구
396,10,6,산업단지공단입구
397,10,7,번영로가구타운
398,10,8,2공단입구
399,10,9,서북경찰서
400,10,10,업성초등학교
401,10,11,신당동
402,10,12,직산역입구
403,10,13,직산읍행정복지센터
404,10,14,서북구청
405,10,15,직산한도아파트
406,10,16,직산메르디앙아파트
407,10,17,충남테크노파크
408,10,18,충남테크노파크 번영관
409,10,19,남산리 대덕가스
410,10,20,군서2리
411,10,21,군동2리
412,10,22,군서1리
413,10,23,성월사입구
414,10,24,포스코SPS
415,10,25,직산청호아파트
416,10,26,직산부영아파트
417,10,27,시름세삼거리
418,10,28,상덕2리
419,10,29,상덕2리
420,10,30,시름세삼거리
421,10,31,성환부영아파트
422,10,32,천안배원예농협
423,10,33,삼풍아파트
424,10,34,골드아파트
425,10,35,성환역
426,10,36,성신초등학교
427,10,37,성환10리
428,10,38,성환4리
429,10,39,성환리(성환터미널)
430,11,1,104
431,11,2,성환터미널
432,11,3,삼풍아파트
433,11,4,중앙아파트
434,11,5,천안배원예농협
435,11,6,성환부영아파트
436,11,7,직산부영아파트
437,11,8,직산청호아파트
438,11,9,포스코SPS
439,11,10,성월사입구
440,11,11,군서1리
441,11,12,군동2리
442,11,13,군서2리
443,11,14,남산리(대덕가스)
444,11,15,충남테크노파크
445,11,16,한도아파트
446,11,17,서북구청
447,11,18,직산읍행정복지센터
448,11,19,직산사거리
449,11,20,직산역
450,11,21,직산역입구
451,11,22,신당동
452,11,23,업성동입구
453,11,24,서북경찰서
454,11,25,번영로공구상가
455,11,26,2공단입구
456,11,27,번영로가구타운
457,11,28,백석이수아파트입구
458,11,29,백석아이파크2차아파트
459,11,30,백석11단지
460,11,31,천안시청
461,12,1,105
462,12,2,천안시청
463,12,3,백석11단지
464,12,4,백석아이파크2차아파트
465,12,5,백석이수아파트입구
466,12,6,산업단지공단입구
467,12,7,번영로가구타운
468,12,8,2공단입구
469,12,9,서북경찰서
470,12,10,원네스아파트
471,12,11,업성고교
472,12,12,업성초교
473,12,13,서북경찰서
474,12,14,업성초등학교
475,12,15,신당동
476,12,16,직산역입구
477,12,17,직산역
478,12,18,직산역
479,12,19,직산읍행정복지센터
480,12,20,서북구청
481,12,21,직산한도아파트
482,12,22,직산메르디앙아파트
483,12,23,충남테크노파크
484,12,24,충남테크노파크 번영관
485,12,25,남산리 대덕가스
486,12,26,군서2리
487,12,27,군서1리
488,12,28,성월사입구
489,12,29,포스코SPS
490,12,30,직산청호아파트
491,12,31,직산부영아파트
492,12,32,성환부영아파트
493,12,33,천안배원예농협
494,12,34,삼풍아파트
495,12,35,골드아파트
496,12,36,성환역
497,12,37,성신초등학교
498,12,38,성환10리
499,12,39,성환4리
500,12,40,성환리(성환터미널)
501,13,1,11
502,13,2,두정우남아파트
503,13,3,주공8단지아파트
504,13,4,두정역
505,13,5,두정역입구
506,13,6,이안아파트 코아루아파트
507,13,7,역말오거리
508,13,8,힐스테이트
509,13,9,북일고북일여고
510,13,10,단국대 삼거리
511,13,11,단국대학교
512,13,12,단국대입구
513,13,13,단국대 삼거리
514,13,14,옹골부락
515,13,15,도솔광장
516,13,16,대림한숲아파트
517,13,17,종합터미널
518,13,18,방죽안오거리
519,13,19,복자여자중고등학교
520,13,20,삼도상가
521,13,21,천안역 동부광장
522,13,22,온양나드리
523,13,23,남산중앙시장
524,13,24,남산축협
525,13,25,남부오거리
526,13,26,선영새마을금고
527,13,27,일봉동주민센터
528,13,28,농협 봉명동지점
529,13,29,순천향병원
530,13,30,천고사거리
531,13,31,공작아파트 입구
532,13,32,천안역 서부광장
533,13,33,성정사거리
534,13,34,성정초등학교
535,13,35,성정1동행정복지센터
536,13,36,"성정2동행정복지센터,건강생활지원센터"
537,13,37,천안서초등학교
538,13,38,광제산부인과
539,13,39,성정동롯데마트
540,13,40,두정 하이마트
541,13,41,늘푸른극동아파트
542,13,42,천안우체국
543,13,43,두정고등학교
544,13,44,두정한성아파트
545,14,1,11
546,14,2,두정우성아파트
547,14,3,천안고용노동지청
548,14,4,늘푸른극동아파트
549,14,5,6단지후문
550,14,6,롯데마트
551,14,7,광제산부인과
552,14,8,천안서초등학교
553,14,9,"성정2동행정복지센터,건강생활지원센터"
554,14,10,가구웨딩특화거리
555,14,11,성정1동행정복지센터
556,14,12,성정초등학교
557,14,13,성정사거리
558,14,14,천안역 서부광장
559,14,15,공작아파트 입구
560,14,16,봉명동행정복지센터
561,14,17,순천향병원
562,14,18,농협 봉명동지점
563,14,19,일봉동행정복지센터
564,14,20,선영새마을금고
565,14,21,남산축협
566,14,22,중앙시장
567,14,23,오룡우체국
568,14,24,동남구청
569,14,25,천안역
570,14,26,삼도상가
571,14,27,복자여자중고등학교
572,14,28,방죽안오거리
573,14,29,종합터미널
574,14,30,대림한숲아파트
575,14,31,옹골부락
576,14,32,단국대 삼거리
577,14,33,단국대학교
578,14,34,단국대입구
579,14,35,단국대 삼거리
580,14,36,북일고북일여고
581,14,37,단대로
582,14,38,역말오거리
583,14,39,이안아파트 코아루아파트
584,14,40,두정역푸르지오
585,14,41,두정역
586,14,42,한성3차아파트
587,14,43,두정우남아파트
588,15,1,110
589,15,2,신부경남아파트
590,15,3,천안중학교
591,15,4,교보생명
592,15,5,교보사거리
593,15,6,원성극동아파트
594,15,7,천안여중입구
595,15,8,우성VIP 아파트
596,15,9,농협원성점
597,15,10,청과시장
598,15,11,버들육거리
599,15,12,동남구보건소
600,15,13,천안역
601,15,14,삼도상가
602,15,15,복자여자중고등학교
603,15,16,방죽안오거리
604,15,17,신부청광아파트
605,15,18,동아태조아파트
606,15,19,역말오거리
607,15,20,이안아파트 코아루아파트
608,15,21,두정역입구
609,15,22,두정역마을
610,15,23,부성1동행정복지센터
611,15,24,공주대공과대학
612,15,25,천안상업고등학교
613,15,26,"메가마트, 농수산물도매시장"
614,15,27,신당동
615,15,28,직산역입구
616,15,29,직산사거리
617,15,30,직산농협산지유통센터
618,15,31,거리막
619,15,32,직산부영아파트
620,15,33,성환부영아파트
621,15,34,천안배원예농협
622,15,35,삼풍아파트
623,15,36,삼풍아파트
624,15,37,성환리(성환터미널)
625,15,38,성환4리
626,15,39,성환10리
627,15,40,성신초등학교
628,15,41,성환역
629,15,42,골드아파트
630,15,43,중앙아파트
631,15,44,천안배원예농협
632,15,45,성환문화회관
633,15,46,남서울대학교
634,15,47,남서울대학교 주차장
635,16,1,110
636,16,2,남서울대학교 주차장
637,16,3,남서울대학교
638,16,4,성환문화회관
639,16,5,천안배원예농협
640,16,6,삼풍아파트
641,16,7,골드아파트
642,16,8,성환역
643,16,9,성신초등학교
644,16,10,성환10리
645,16,11,성환4리
646,16,12,성환터미널
647,16,13,삼풍아파트
648,16,14,중앙아파트
649,16,15,천안배원예농협
650,16,16,성환부영아파트
651,16,17,직산부영아파트
652,16,18,삼은6리
653,16,19,직산사거리
654,16,20,직산역입구
655,16,21,신당동
656,16,22,농산물도매시장
657,16,23,천안상업고등학교(e편한세상천안부성아파트)
658,16,24,공주대공과대학
659,16,25,부성1동행정복지센터
660,16,26,두정역마을
661,16,27,두정역 푸르지오
662,16,28,두정역입구
663,16,29,이안아파트 코아루아파트
664,16,30,역말오거리
665,16,31,신부우방아파트
666,16,32,신부청광아파트
667,16,33,방죽안오거리
668,16,34,복자여자중고등학교
669,16,35,삼도상가
670,16,36,천안역
671,16,37,동남구보건소
672,16,38,버들육거리
673,16,39,청과시장
674,16,40,농협원성점
675,16,41,우성VIP 아파트
676,16,42,천안여중입구
677,16,43,원성극동아파트
678,16,44,교보사거리
679,16,45,교보생명
680,16,46,중앙고등학교
681,16,47,신부경남아파트
682,17,1,112
683,17,2,군동2리
684,17,3,군서2리
685,17,4,남산리(대덕가스)
686,17,5,충남테크노파크
687,17,6,직산메르디앙아파트
688,17,7,한도아파트
689,17,8,서북구청
690,17,9,직산읍행정복지센터
691,17,10,직산사거리
692,17,11,직산역입구
693,17,12,신당동
694,17,13,농산물도매시장
695,17,14,천안상업고등학교(e편한세상천안부성아파트)
696,17,15,공주대공과대학
697,17,16,부성1동행정복지센터
698,17,17,두정역마을
699,17,18,두정역 푸르지오
700,17,19,두정역입구
701,17,20,이안아파트 코아루아파트
702,17,21,역말오거리
703,17,22,신부우방아파트
704,17,23,신부청광아파트
705,17,24,종합터미널
706,18,1,112
707,18,2,고속터미널
708,18,3,신부청광아파트
709,18,4,동아태조아파트
710,18,5,역말오거리
711,18,6,이안아파트 코아루아파트
712,18,7,두정역입구
713,18,8,두정역마을
714,18,9,부성1동행정복지센터
715,18,10,공주대공과대학
716,18,11,천안상업고등학교
717,18,12,"메가마트, 농수산물도매시장"
718,18,13,신당동
719,18,14,직산역입구
720,18,15,직산읍행정복지센터
721,18,16,서북구청
722,18,17,직산한도아파트
723,18,18,직산메르디앙아파트
724,18,19,충남테크노파크
725,18,20,충남테크노파크 번영관
726,18,21,남산리 대덕가스
727,18,22,군서2리
728,18,23,군동2리
729,19,1,113
730,19,2,고속터미널
731,19,3,신부청광아파트
732,19,4,동아태조아파트
733,19,5,역말오거리
734,19,6,이안아파트 코아루아파트
735,19,7,두정역입구
736,19,8,부성1동행정복지센터
737,19,9,공주대공과대학
738,19,10,천안상업고등학교
739,19,11,"메가마트, 농수산물도매시장"
740,19,12,신당동
741,19,13,직산역입구
742,19,14,신월1리
743,19,15,신월저수지
744,19,16,소우리 크레아타운
745,19,17,소우리
746,20,1,113
747,20,2,소우리
748,20,3,소우리 크레아타운
749,20,4,신월저수지
750,20,5,신월1리
751,20,6,신당동
752,20,7,농산물도매시장
753,20,8,천안상업고등학교(e편한세상천안부성아파트)
754,20,9,공주대공과대학
755,20,10,부성1동행정복지센터
756,20,11,두정역마을
757,20,12,두정역 푸르지오
758,20,13,두정역입구
759,20,14,이안아파트 코아루아파트
760,20,15,역말오거리
761,20,16,신부우방아파트
762,20,17,신부청광아파트
763,20,18,종합터미널
764,21,1,114
765,21,2,석곡리(돌실)
766,21,3,석곡리
767,21,4,율금리
768,21,5,율금1리
769,21,6,율금리1구(밤개울)
770,21,7,율금교
771,21,8,매주3리
772,21,9,매주4리(삼천리앞)
773,21,10,골드아파트
774,21,11,성환역
775,21,12,성신초등학교
776,21,13,성환10리
777,21,14,성환4리
778,21,15,성환터미널
779,22,1,114
780,22,2,성환리(성환터미널)
781,22,3,성환4리
782,22,4,성환10리
783,22,5,성신초등학교
784,22,6,성환역
785,22,7,골드아파트
786,22,8,매주4리(삼천리앞)
787,22,9,매주3리
788,22,10,율금교
789,22,11,율금리
790,22,12,율금1리
791,22,13,대명아파트
792,22,14,석곡리
793,22,15,석곡리(돌실)
794,23,1,115
795,23,2,두진아파트
796,23,3,율금2리
797,23,4,이화아파트
798,23,5,대영한아름아파트
799,23,6,율금리
800,23,7,율금교
801,23,8,매주3리
802,23,9,매주4리(삼천리앞)
803,23,10,골드아파트
804,23,11,성환역
805,23,12,성신초등학교
806,23,13,성환10리
807,23,14,성환4리
808,23,15,성환터미널
809,24,1,115
810,24,2,성환리(성환터미널)
811,24,3,성환4리
812,24,4,성환10리
813,24,5,성신초등학교
814,24,6,성환역
815,24,7,골드아파트
816,24,8,매주4리(삼천리앞)
817,24,9,매주3리
818,24,10,율금교
819,24,11,율금리
820,24,12,대영한아름아파트
821,24,13,이화아파트
822,24,14,율금2리
823,24,15,두진아파트
824,25,1,116
825,25,2,왕림리(종점)
826,25,3,왕림리
827,25,4,왕림2리
828,25,5,국립축산과학원입구
829,25,6,성환고등학교
830,25,7,송덕리
831,25,8,성환8리
832,25,9,성신초등학교
833,25,10,성환역
834,25,11,골드아파트
835,25,12,삼풍아파트
836,25,13,성환리(성환터미널)
837,26,1,116
838,26,2,성환터미널
839,26,3,삼풍아파트
840,26,4,골드아파트
841,26,5,성환역
842,26,6,성신초등학교
843,26,7,성환8리
844,26,8,송덕
845,26,9,성환고등학교
846,26,10,국립축산과학원입구
847,26,11,왕림2리
848,26,12,왕림리
849,26,13,왕림리(종점)
850,27,1,117
851,27,2,성환터미널
852,27,3,삼풍아파트
853,27,4,골드아파트
854,27,5,성환역
855,27,6,성신초등학교
856,27,7,성환8리
857,27,8,송덕
858,27,9,성환고등학교
859,27,10,국립축산과학원입구
860,27,11,왕림2리(각금)
861,27,12,왕림2리
862,27,13,왕림3리
863,27,14,신방초등학교
864,27,15,신방1리
865,27,16,신방리(종점)
866,28,1,117
867,28,2,신방리(종점)
868,28,3,신방1리
869,28,4,신방초등학교
870,28,5,왕림3리
871,28,6,왕림2리
872,28,7,왕림2리(각금)
873,28,8,국립축산과학원입구
874,28,9,성환고등학교
875,28,10,송덕리
876,28,11,성환8리
877,28,12,성신초등학교
878,28,13,성환역
879,28,14,골드아파트
880,28,15,삼풍아파트
881,28,16,성환리(성환터미널)
882,29,1,118
883,29,2,와룡3리(북농촌)
884,29,3,와룡2리
885,29,4,와룡1리
886,29,5,와룡리입구
887,29,6,신가2리
888,29,7,신가1리(신흥)
889,29,8,복모리
890,29,9,어룡리
891,29,10,우신1리
892,29,11,우신1리(경로당)
893,29,12,기린빌라
894,29,13,송덕리
895,29,14,성환8리
896,29,15,성신초등학교
897,29,16,성환역
898,29,17,골드아파트
899,29,18,삼풍아파트
900,29,19,성환리(성환터미널)
901,30,1,118
902,30,2,성환터미널
903,30,3,삼풍아파트
904,30,4,골드아파트
905,30,5,성환역
906,30,6,성신초등학교
907,30,7,성환8리
908,30,8,송덕
909,30,9,기린빌라
910,30,10,우신1리(경로당)
911,30,11,우신1리
912,30,12,어룡리
913,30,13,복모리
914,30,14,신가초등학교
915,30,15,신가2리
916,30,16,와룡리입구
917,30,17,와룡1리
918,30,18,와룡2리(농촌)
919,30,19,와룡종점
920,31,1,119
921,31,2,성환터미널
922,31,3,삼풍아파트
923,31,4,골드아파트
924,31,5,성환역
925,31,6,성신초등학교
926,31,7,성환8리
927,31,8,송덕
928,31,9,기린빌라
929,31,10,우신1리(경로당)
930,31,11,우신1리
931,31,12,어룡리
932,31,13,복모리
933,31,14,신가초등학교
934,31,15,신가2리
935,31,16,와룡리입구
936,31,17,와룡1리
937,31,18,와룡2리(농촌)
938,31,19,와룡종점
939,31,20,노와2리
940,31,21,노와4리(1반)
941,31,22,노와4리
942,31,23,추팔리(종점)
943,32,1,119
944,32,2,추팔리(종점)
945,32,3,"노와4리,대사2리"
946,32,4,노와2리
947,32,5,와룡3리(북농촌)
948,32,6,와룡2리
949,32,7,와룡1리
950,32,8,와룡리입구
951,32,9,신가2리
952,32,10,신가1리(신흥)
953,32,11,복모리
954,32,12,어룡리
955,32,13,우신1리
956,32,14,우신1리(경로당)
957,32,15,기린빌라
958,32,16,송덕리
959,32,17,성환8리
960,32,18,성신초등학교
961,32,19,성환역
962,32,20,골드아파트
963,32,21,삼풍아파트
964,32,22,성환리(성환터미널)
965,33,1,12
966,33,2,방아다리공원
967,33,3,쌍용역(종합터미널방면)
968,33,4,나사렛대학교
969,33,5,쌍용동맘마마트
970,33,6,용암마을
971,33,7,쌍용한라동백아파트
972,33,8,쌍용동사거리
973,33,9,쌍용패션거리
974,33,10,천안여상입구
975,33,11,계광중학교
976,33,12,대우5차아파트
977,33,13,성정시장(주공5단지)
978,33,14,성정초등학교
979,33,15,성정1동행정복지센터
980,33,16,우방아이유셀아파트
981,33,17,종합터미널
982,33,18,신부경남아파트
983,33,19,천안중학교
984,33,20,교보생명
985,33,21,교보사거리
986,33,22,원성극동아파트
987,33,23,천안여중입구
988,33,24,삼룡교
989,33,25,구성초등학교
990,33,26,구성신성아파트
991,33,27,천안박물관
992,33,28,원삼거리
993,33,29,천안여자고등학교
994,33,30,선문대(천안)
995,33,31,도리티고개
996,33,32,LS일렉트릭
997,33,33,부영아파트입구
998,33,34,부영아파트
999,34,1,12
1000,34,2,부영아파트
1001,34,3,부영아파트입구
1002,34,4,LS일렉트릭
1003,34,5,도리티고개
1004,34,6,선문대(천안)
1005,34,7,천안여자고등학교
1006,34,8,원삼거리
1007,34,9,천안박물관
1008,34,10,구성신성아파트
1009,34,11,구성초등학교
1010,34,12,삼룡교
1011,34,13,천안여중입구
1012,34,14,원성극동아파트
1013,34,15,교보사거리
1014,34,16,교보생명
1015,34,17,중앙고등학교
1016,34,18,신부경남아파트
1017,34,19,고속터미널
1018,34,20,성정1동행정복지센터
1019,34,21,성정초등학교
1020,34,22,주공5단지아파트
1021,34,23,봉명 청솔아파트
1022,34,24,계광중학교
1023,34,25,천안여상입구
1024,34,26,열린치과
1025,34,27,주공7단지
1026,34,28,쌍용초등학교
1027,34,29,용암마을
1028,34,30,쌍용동맘마마트
1029,34,31,나사렛대학교
1030,34,32,쌍용역(방아다리공원방면)
1031,34,33,방아다리공원
1032,35,1,120
1033,35,2,고속터미널
1034,35,3,신부청광아파트
1035,35,4,동아태조아파트
1036,35,5,역말오거리
1037,35,6,이안아파트 코아루아파트
1038,35,7,두정역입구
1039,35,8,두정역마을
1040,35,9,천안중앙교회
1041,35,10,부성1동행정복지센터
1042,35,11,공주대공과대학
1043,35,12,천안상업고등학교
1044,35,13,"메가마트, 농수산물도매시장"
1045,35,14,신당동
1046,35,15,직산역입구
1047,35,16,직산읍행정복지센터
1048,35,17,서북구청
