,위도,경도,주소
737,36.8046713,127.12763241,"서부대로, 쌍용3동, 서북구, 천안시, 충청남도, 31149, 대한민국"
738,36.8076207,127.12994453,"마이마트, 19, 봉명로, 쌍용1동, 서북구, 천안시, 충청남도, 31149, 대한민국"
739,36.80777398,127.13021867,"마이마트, 19, 봉명로, 쌍용1동, 서북구, 천안시, 충청남도, 31149, 대한민국"
740,36.80727629,127.1353874,"53, 봉명로, 봉명동, 동남구, 천안시, 충청남도, 31150, 대한민국"
741,36.80204793,127.13170574,"쌍용대로, 쌍용1동, 서북구, 천안시, 충청남도, 31155, 대한민국"
742,36.80626519,127.13971181,"김영만치과의원, 봉명8길, 봉명동, 동남구, 천안시, 충청남도, 31153, 대한민국"
743,36.80334963,127.13921574,"치유동물병원, 6, 봉정로, 봉명동, 동남구, 천안시, 충청남도, 31153, 대한민국"
744,36.8033077,127.13899118,"순천향병원, 봉정로, 봉명동, 동남구, 천안시, 충청남도, 31153, 대한민국"
745,36.80882577,127.14030883,"양지13길, 봉명동, 동남구, 천안시, 충청남도, 31146, 대한민국"
746,36.8095127,127.14072687,"봉정로, 봉명동, 성정1동, 동남구, 천안시, 충청남도, 31146, 대한민국"
747,36.8126215,127.1412442,"봉정로, 성정동, 성정1동, 서북구, 천안시, 충청남도, 31146, 대한민국"
748,36.8129921,127.1415788,"봉정로, 성정동, 성정1동, 서북구, 천안시, 충청남도, 31146, 대한민국"
749,36.81538944,127.14194237,"봉정로, 성정동, 성정1동, 서북구, 천안시, 충청남도, 31143, 대한민국"
750,36.81542798,127.14214074,"봉정로, 성정동, 성정1동, 서북구, 천안시, 충청남도, 31143, 대한민국"
751,36.81729464,127.14259575,"봉정로, 성정동, 성정1동, 서북구, 천안시, 충청남도, 31143, 대한민국"
752,36.81804075,127.14260215,"봉정로, 성정동, 성정1동, 서북구, 천안시, 충청남도, 31143, 대한민국"
753,36.8192104,127.1430792,"봉정로, 성정2동, 서북구, 천안시, 충청남도, 31142, 대한민국"
754,36.8198188,127.1430595,"서부12길, 성정2동, 서북구, 천안시, 충청남도, 31137, 대한민국"
755,36.82148303,127.14346251,"봉정로, 성정2동, 서북구, 천안시, 충청남도, 31142, 대한민국"
756,36.82170799,127.14368907,"봉정로, 성정2동, 서북구, 천안시, 충청남도, 31142, 대한민국"
757,36.8242063,127.14432241,"봉정로, 성정2동, 서북구, 천안시, 충청남도, 31142, 대한민국"
758,36.8244937,127.14418087,"봉정로, 성정2동, 서북구, 천안시, 충청남도, 31142, 대한민국"
759,36.82553464,127.14334074,"신라스테이(인쇄창), 동서대로, 성정2동, 서북구, 천안시, 충청남도, 31134, 대한민국"
760,36.8256817,127.1402805,"동서대로, 성정2동, 서북구, 천안시, 충청남도, 31109, 대한민국"
761,36.82562348,127.13930419,"동서대로, 성정2동, 서북구, 천안시, 충청남도, 31109, 대한민국"
762,36.82538294,127.14208908,"동서대로, 성정2동, 서북구, 천안시, 충청남도, 31134, 대한민국"
763,36.82439687,127.14070587,"서부3길, 성정2동, 서북구, 천안시, 충청남도, 31134, 대한민국"
764,36.82431443,127.14051901,"서부3길, 성정2동, 서북구, 천안시, 충청남도, 31134, 대한민국"
765,36.8216561,127.13990979,"서부3길, 성정2동, 서북구, 천안시, 충청남도, 31134, 대한민국"
766,36.82112413,127.1398709,"서부3길, 성정2동, 서북구, 천안시, 충청남도, 31134, 대한민국"
767,36.8196834,127.13940502,"서부3길, 성정2동, 서북구, 천안시, 충청남도, 31134, 대한민국"
768,36.81945838,127.13944116,"서부3길, 성정2동, 서북구, 천안시, 충청남도, 31134, 대한민국"
769,36.82833528,127.13326875,"현대프라자, 688, 서부대로, 두정동, 성정2동, 서북구, 천안시, 충청남도, 31108, 대한민국"
770,36.82980669,127.13308139,"서부대로, 두정동, 서북구, 천안시, 충청남도, 31107, 대한민국"
771,36.83084794,127.13337908,"영광빌딩, 714, 서부대로, 두정동, 서북구, 천안시, 충청남도, 31107, 대한민국"
772,36.8332067,127.1333439,"천안고용노동지청, 서부대로, 두정동, 서북구, 천안시, 충청남도, 31107, 대한민국"
773,36.8344363,127.13364407,"서부대로, 두정동, 서북구, 천안시, 충청남도, 31107, 대한민국"
774,36.83636116,127.13347875,"두정우성아파트, 서부대로, 두정동, 서북구, 천안시, 충청남도, 31107, 대한민국"
775,36.83641912,127.13372435,"서부대로, 두정동, 서북구, 천안시, 충청남도, 31107, 대한민국"
776,36.83763632,127.13829741,"쌍용대로, 두정동, 서북구, 천안시, 충청남도, 31100, 대한민국"
777,36.83755463,127.13820575,"부성2동주민센터.두정계룡A, 쌍용대로, 두정동, 서북구, 천안시, 충청남도, 31100, 대한민국"
778,36.83547129,127.13835575,"쌍용대로, 두정동, 서북구, 천안시, 충청남도, 31100, 대한민국"
779,36.8335726,127.1380377,"쌍용대로, 두정동, 성정2동, 서북구, 천안시, 충청남도, 31106, 대한민국"
780,36.83070794,127.13796075,"쌍용대로, 두정동, 서북구, 천안시, 충청남도, 31106, 대한민국"
781,36.8299568,127.1377217,"쌍용대로, 성정2동, 서북구, 천안시, 충청남도, 31109, 대한민국"
782,36.82724299,127.13757907,"쌍용대로, 두정동, 성정2동, 서북구, 천안시, 충청남도, 31106, 대한민국"
783,36.82648794,127.13440741,"두정 하이마트, 동서대로, 성정2동, 서북구, 천안시, 충청남도, 31108, 대한민국"
784,36.82598924,127.13577655,"LG전자 Bestshop, 118, 동서대로, 두정동, 성정2동, 서북구, 천안시, 충청남도, 31133, 대한민국"
785,36.8244927,127.13713856,"쌍용대로, 성정2동, 서북구, 천안시, 충청남도, 31109, 대한민국"
786,36.82442769,127.13693711,"성정현대아파트, 쌍용대로, 봉명동, 성정2동, 서북구, 천안시, 충청남도, 31109, 대한민국"
787,36.8213033,127.1361433,"쌍용대로, 봉명동, 성정2동, 서북구, 천안시, 충청남도, 31109, 대한민국"
788,36.82130796,127.13639574,"쌍용대로, 성정2동, 서북구, 천안시, 충청남도, 31109, 대한민국"
789,36.81704051,127.13513663,"구상골사거리, 쌍용대로, 봉명동, 성정1동, 서북구, 천안시, 충청남도, 31109, 대한민국"
790,36.8169929,127.135371,"쌍용대로, 성정2동, 서북구, 천안시, 충청남도, 31109, 대한민국"
791,36.8142555,127.1343088,"성정동전자랜드, 쌍용대로, 봉명동, 성정2동, 동남구, 천안시, 충청남도, 31109, 대한민국"
792,36.8110063,127.13368575,"쌍용대로, 봉명동, 성정1동, 동남구, 천안시, 충청남도, 31148, 대한민국"
793,36.811046,127.1333588,"봉명청솔아파트, 쌍용대로, 봉명동, 동남구, 천안시, 충청남도, 31148, 대한민국"
794,36.80808965,127.13292741,"쌍용대로, 봉명동, 동남구, 천안시, 충청남도, 31150, 대한민국"
795,36.80775156,127.13263627,"계광중학교, 쌍용대로, 쌍용1동, 서북구, 천안시, 충청남도, 31148, 대한민국"
796,36.81386294,127.13820241,"주공5단지아파트, 성정로, 성정동, 성정1동, 서북구, 천안시, 충청남도, 31141, 대한민국"
797,36.81364577,127.13913085,"주공5단지아파트, 75, 성정로, 성정동, 성정1동, 서북구, 천안시, 충청남도, 31141, 대한민국"
798,36.84713795,127.11837131,"2공단1로, 성성동, 서북구, 천안시, 충청남도, 31075, 대한민국"
799,36.84914999,127.11759892,"2공단1로, 성성동, 서북구, 천안시, 충청남도, 31075, 대한민국"
800,36.84950957,127.11739807,"2공단1로, 성성동, 서북구, 천안시, 충청남도, 31075, 대한민국"
801,36.85989538,127.12056406,"대림아파트, 2공단2로, 업성동, 서북구, 천안시, 충청남도, 31075, 대한민국"
802,36.85493571,127.12060558,"2공단2로, 천안제2일반산업단지, 서북구, 천안시, 충청남도, 31075, 대한민국"
803,36.85160962,127.12625241,"번영로, 업성동, 서북구, 천안시, 충청남도, 31076, 대한민국"
804,36.8568163,127.13651574,"번영로, 업성동, 서북구, 천안시, 충청남도, 31076, 대한민국"
805,36.85713795,127.13806074,"천안서북경찰서, 번영로, 업성동, 서북구, 천안시, 충청남도, 31076, 대한민국"
806,36.85853298,127.14113574,"번영로, 업성동, 서북구, 천안시, 충청남도, 31076, 대한민국"
807,36.86175799,127.15120241,"매가마트, 천안대로, 신당동, 서북구, 천안시, 충청남도, 31084, 대한민국"
808,36.86149465,127.15095075,"천안대로, 신당동, 서북구, 천안시, 충청남도, 31084, 대한민국"
809,36.85753461,127.15309408,"천안대로, 신당동, 서북구, 천안시, 충청남도, 31084, 대한민국"
810,36.856378,127.1533774,"천안상업고등학교, 천안대로, 신당동, 서북구, 천안시, 충청남도, 31084, 대한민국"
811,36.8511805,127.155496,"1226, 천안대로, 신당동, 서북구, 천안시, 충청남도, 31083, 대한민국"
812,36.84916294,127.15521908,"공주대공과대학, 천안대로, 신당동, 서북구, 천안시, 충청남도, 31084, 대한민국"
813,36.84286627,127.15287574,"부성1동주민센터, 천안대로, 부대동, 서북구, 천안시, 충청남도, 31084, 대한민국"
814,36.8370013,127.15129574,"두정역동6길, 두정동, 서북구, 천안시, 충청남도, 31103, 대한민국"
815,36.8358068,127.1517227,"천안대로, 두정동, 서북구, 천안시, 충청남도, 31111, 대한민국"
816,36.83254631,127.15192241,"천안대로, 두정동, 서북구, 천안시, 충청남도, 31111, 대한민국"
817,36.83139281,127.15181036,"천안대로, 두정동, 서북구, 천안시, 충청남도, 31114, 대한민국"
818,36.82884583,127.15221516,"천안대로, 두정동, 서북구, 천안시, 충청남도, 31114, 대한민국"
819,36.82691798,127.15271241,"천안대로, 두정동, 서북구, 천안시, 충청남도, 31114, 대한민국"
820,36.82615796,127.15308741,"천안자동차운전전문학원, 962, 천안대로, 두정동, 서북구, 천안시, 충청남도, 31113, 대한민국"
821,36.82446964,127.12604407,"한방병원, 동서대로, 백석동, 서북구, 천안시, 충청남도, 31097, 대한민국"
822,36.82240578,127.12571072,"백석로, 백석동, 성정2동, 서북구, 천안시, 충청남도, 31098, 대한민국"
823,36.82264132,127.12580241,"백석로, 백석동, 성정2동, 서북구, 천안시, 충청남도, 31098, 대한민국"
824,36.8245896,127.1098373,"백석농공단지, 백석공단1로, 백석동, 서북구, 천안시, 충청남도, 31094, 대한민국"
825,36.82571406,127.10966797,"백석공단1로, 천안백석농공단지, 서북구, 천안시, 충청남도, 31094, 대한민국"
826,36.82895536,127.10729656,"백석공단1로, 천안백석농공단지, 서북구, 천안시, 충청남도, 31094, 대한민국"
827,36.82896224,127.10707622,"백석공단1로, 천안백석농공단지, 서북구, 천안시, 충청남도, 31094, 대한민국"
828,36.83003128,127.11428241,"번영로, 백석동, 서북구, 천안시, 충청남도, 31095, 대한민국"
829,36.82620132,127.11330741,"번영로, 백석동, 서북구, 천안시, 충청남도, 31095, 대한민국"
830,36.82260404,127.11331916,"종합운동장, 백석로, 백석동, 서북구, 천안시, 충청남도, 31094, 대한민국"
831,36.82320628,127.12119741,"백석로, 백석동, 서북구, 천안시, 충청남도, 31097, 대한민국"
832,36.82342963,127.12104074,"홈마트, 77, 백석로, 백석동, 서북구, 천안시, 충청남도, 31097, 대한민국"
833,36.82308465,127.11083908,"음봉로, 백석동, 서북구, 천안시, 충청남도, 31094, 대한민국"
834,36.8204819,127.1110299,"번영로, 백석동, 서북구, 천안시, 충청남도, 31094, 대한민국"
835,36.81851795,127.11074074,"번영로, 불당동, 서북구, 천안시, 충청남도, 31156, 대한민국"
836,36.80163461,127.10673907,"불당동문화카페거리, 불당대로, 불당동, 서북구, 천안시, 충청남도, 31169, 대한민국"
837,36.7622684,127.3978749,"화복로, 동남구, 천안시, 충청남도, 27870, 대한민국"
838,36.80162298,127.11377907,"불당대로, 불당동, 쌍용2동, 서북구, 천안시, 충청남도, 31170, 대한민국"
839,36.80177419,127.11451696,"불당대로, 불당동, 서북구, 천안시, 충청남도, 31170, 대한민국"
840,36.81392798,127.11583574,"시청로, 불당동, 서북구, 천안시, 충청남도, 31162, 대한민국"
841,36.81408213,127.11559496,"시청로, 불당동, 서북구, 천안시, 충청남도, 31162, 대한민국"
842,36.82000963,127.11735241,"백석11단지, 시청로, 백석동, 서북구, 천안시, 충청남도, 31157, 대한민국"
843,36.82016488,127.11759104,"시청로, 백석동, 서북구, 천안시, 충청남도, 31157, 대한민국"
844,36.82471461,127.11234741,"번영로, 백석동, 서북구, 천안시, 충청남도, 31094, 대한민국"
845,36.84624629,127.12275074,"번영로, 업성동, 서북구, 천안시, 충청남도, 31076, 대한민국"
846,36.8506213,127.12476574,"번영로, 성성동, 서북구, 천안시, 충청남도, 31075, 대한민국"
847,36.83621536,127.11424366,"3공단2로, 백석동, 서북구, 천안시, 충청남도, 31086, 대한민국"
848,36.83612435,127.11395741,"3공단2로, 백석동, 서북구, 천안시, 충청남도, 31086, 대한민국"
849,36.8337435,127.1355327,"두정로, 두정동, 서북구, 천안시, 충청남도, 31100, 대한민국"
850,36.83388966,127.13543574,"165, 두정로, 두정동, 서북구, 천안시, 충청남도, 31100, 대한민국"
851,36.8334685,127.14056882,"펜타폴리스2차, 두정로, 두정동, 서북구, 천안시, 충청남도, 31106, 대한민국"
852,36.8336754,127.1407063,"두정대림A, 두정로, 두정동, 서북구, 천안시, 충청남도, 31106, 대한민국"
853,36.83345631,127.14432907,"천안인적자원개발센터, 345, 두정로, 두정동, 서북구, 천안시, 충청남도, 31105, 대한민국"
854,36.83324168,127.14421973,"두정대우1차A, 두정로, 두정동, 서북구, 천안시, 충청남도, 31105, 대한민국"
855,36.83488796,127.14571407,"가톨릭정형외과, 봉정로, 두정동, 서북구, 천안시, 충청남도, 31105, 대한민국"
856,36.83511835,127.14545805,"봉정로, 두정동, 서북구, 천안시, 충청남도, 31105, 대한민국"
857,36.83818848,127.14574634,"봉정로, 두정동, 서북구, 천안시, 충청남도, 31102, 대한민국"
858,36.83809797,127.14554074,"두정우남A, 봉정로, 두정동, 서북구, 천안시, 충청남도, 31105, 대한민국"
859,36.83304298,127.14733408,"두정역, 두정로, 두정동, 서북구, 천안시, 충청남도, 31104, 대한민국"
860,36.83266484,127.14790527,"두정역, 두정로, 두정동, 서북구, 천안시, 충청남도, 31104, 대한민국"
861,36.79862631,127.16063078,"충무로, 구성동, 동남구, 천안시, 충청남도, 31187, 대한민국"
862,36.8129387,127.17313886,"태조산길, 유량동, 동남구, 천안시, 충청남도, 31068, 대한민국"
863,36.81214341,127.17156404,"태조산길, 유량동, 동남구, 천안시, 충청남도, 31068, 대한민국"
864,36.81502464,127.17880408,"태조산길, 유량동, 동남구, 천안시, 충청남도, 31068, 대한민국"
865,36.81552132,127.18191073,"태조산길, 유량동, 동남구, 천안시, 충청남도, 31068, 대한민국"
866,36.81533939,127.18183392,"태조산길, 유량동, 동남구, 천안시, 충청남도, 31068, 대한민국"
867,36.816795,127.1840503,"태조산길, 유량동, 동남구, 천안시, 충청남도, 31068, 대한민국"
868,36.83089653,127.18589606,"신안25통, 각원사길, 안서동, 동남구, 천안시, 충청남도, 31066, 대한민국"
869,36.83086304,127.18551229,"각원사길, 안서동, 동남구, 천안시, 충청남도, 31066, 대한민국"
870,36.8330729,127.1892217,"각원사길, 안서동, 동남구, 천안시, 충청남도, 31066, 대한민국"
871,36.83039064,127.17972823,"호서대(천안), 각원사길, 안서동, 동남구, 천안시, 충청남도, 31066, 대한민국"
872,36.83058632,127.17974408,"호서대학교 천안캠퍼스, 각원사길, 안서동, 동남구, 천안시, 충청남도, 31066, 대한민국"
873,36.83106297,127.17742742,"안서동보A, 각원사길, 안서동, 동남구, 천안시, 충청남도, 31066, 대한민국"
874,36.83864131,127.17671574,"문암로, 안서동, 동남구, 천안시, 충청남도, 31065, 대한민국"
875,36.83877783,127.17770268,"문암로, 안서동, 동남구, 천안시, 충청남도, 31065, 대한민국"
876,36.83989799,127.17937908,"문암로, 안서동, 동남구, 천안시, 충청남도, 31065, 대한민국"
877,36.83428295,127.17395407,"망향로, 동남구, 천안시, 충청남도, 31116, 대한민국"
878,36.8305713,127.1640326,"단대로, 동남구, 천안시, 충청남도, 31115, 대한민국"
879,36.8307433,127.16234078,"단대로, 신부동, 동남구, 천안시, 충청남도, 31115, 대한민국"
880,36.83082139,127.16223805,"단대로, 신부동, 동남구, 천안시, 충청남도, 31115, 대한민국"
881,36.8285241,127.158964,"단대로, 신부동, 동남구, 천안시, 충청남도, 31115, 대한민국"
882,36.8279168,127.1578173,"단대로, 신부동, 동남구, 천안시, 충청남도, 31115, 대한민국"
883,36.8263588,127.15561142,"단대로, 신부동, 동남구, 천안시, 충청남도, 31115, 대한민국"
884,36.82645288,127.15541652,"단대로, 신부동, 동남구, 천안시, 충청남도, 31115, 대한민국"
885,36.82281464,127.16334408,"가마골2길, 신부동, 동남구, 천안시, 충청남도, 31119, 대한민국"
886,36.8224033,127.162808,"만남로, 신부동, 동남구, 천안시, 충청남도, 31119, 대한민국"
887,36.8444928,127.186893,"2, 문암6길, 동남구, 천안시, 충청남도, 31065, 대한민국"
888,36.9237002,127.11876679,"신방로, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
889,36.9265446,127.1177136,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
890,36.9295042,127.117188,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
891,36.9366157,127.1168885,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
892,36.9420461,127.1180405,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
893,36.90657911,127.12835509,"천안동성중학교, 138, 성환1로, 성환읍, 서북구, 천안시, 충청남도, 31019, 대한민국"
894,36.91229961,127.13058408,"한국통신, 성환2로, 성환읍, 서북구, 천안시, 충청남도, 31017, 대한민국"
895,36.91115133,127.12533074,"매주4리, 연암율금로, 성환읍, 서북구, 천안시, 충청남도, 31017, 대한민국"
896,36.8962232,127.1030575,"연암율금로, 직산읍, 서북구, 천안시, 충청남도, 31414, 대한민국"
897,36.8922738,127.096086,"부송로, 직산읍, 서북구, 천안시, 충청남도, 31029, 대한민국"
898,36.8794695,127.09934128,"금곡로, 직산읍, 서북구, 천안시, 충청남도, 31029, 대한민국"
899,36.8410515,127.1020475,"상신빌딩, 34, 3공단6로, 차암동, 서북구, 천안시, 충청남도, 31085, 대한민국"
900,36.821013,127.0859557,"탕정면로, 동산리, 아산시, 충청남도, 31458, 대한민국"
901,36.75898127,127.12779908,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
902,36.75488493,127.12758054,"남관길, 동남구, 천안시, 충청남도, 31474, 대한민국"
903,36.7456382,127.1348901,"동남구, 천안시, 충청남도, 31216, 대한민국"
904,36.7414496,127.1389423,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
905,36.74508795,127.12621741,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
906,36.7454668,127.0998128,"태학산로, 동남구, 천안시, 충청남도, 31217, 대한민국"
907,36.7371107,127.0894174,"태학산로, 동남구, 천안시, 충청남도, 31217, 대한민국"
908,36.7243234,127.1192917,"풍년길, 동남구, 천안시, 충청남도, 31217, 대한민국"
909,36.70665297,127.11098408,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
910,36.70149081,127.11185804,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
911,36.6870686,127.0782978,"보산원로, 동남구, 천안시, 충청남도, 31499, 대한민국"
912,36.6844598,127.0758015,"보산원2길, 동남구, 천안시, 충청남도, 31220, 대한민국"
913,36.67312,127.042696,"해수길, 동남구, 천안시, 충청남도, 31220, 대한민국"
914,36.6731122,127.0507878,"광풍로, 동남구, 천안시, 충청남도, 31220, 대한민국"
915,36.67827956,127.06182698,"광풍로, 동남구, 천안시, 충청남도, 31220, 대한민국"
916,36.67983463,127.06597741,"동남구, 천안시, 충청남도, 31220, 대한민국"
917,36.6977898,127.0719624,"보산원로, 동남구, 천안시, 충청남도, 31499, 대한민국"
918,36.6589144,127.077826,"지장길, 동남구, 천안시, 충청남도, 32509, 대한민국"
919,36.6888553,127.133605,"광덕로, 동남구, 천안시, 충청남도, 31223, 대한민국"
920,36.6884513,127.1571478,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
921,36.6847733,127.1571809,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
922,36.6741606,127.1456338,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
923,36.6705171,127.1391318,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
924,36.6604633,127.1398949,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
925,36.6569049,127.1347926,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
926,36.66093631,127.12479241,"차령고개로, 동남구, 공주시, 충청남도, 32512, 대한민국"
927,36.6398517,127.1213376,"차령고개로, 인풍리, 공주시, 충청남도, 32512, 대한민국"
928,36.72120489,127.13244925,"가송로, 동남구, 천안시, 충청남도, 31216, 대한민국"
929,36.7456878,127.1704363,"세종로, 동남구, 천안시, 충청남도, 31225, 대한민국"
930,36.7767704,127.19897609,"교천지산길, 동남구, 천안시, 충청남도, 31233, 대한민국"
931,36.78676322,127.19541721,"교천지산길, 동남구, 천안시, 충청남도, 31233, 대한민국"
932,36.76297628,127.29776741,"충절로, 동남구, 천안시, 충청남도, 31254, 대한민국"
933,36.7677952,127.3256223,"충절로, 동남구, 천안시, 충청남도, 31254, 대한민국"
934,36.7720422,127.3391379,"충절로, 동남구, 천안시, 충청남도, 31258, 대한민국"
935,36.78007813,127.35580496,"충절로, 동남구, 천안시, 충청남도, 31258, 대한민국"
936,36.78015429,127.36518915,"화복로, 동남구, 천안시, 충청남도, 31258, 대한민국"
937,36.7739626,127.372858,"화복로, 동남구, 천안시, 충청남도, 31258, 대한민국"
938,36.77314131,127.37978478,"화복로, 동남구, 천안시, 충청남도, 31258, 대한민국"
939,36.7624432,127.3977727,"화복로, 동남구, 천안시, 충청남도, 27870, 대한민국"
940,36.762706,127.4106965,"화복로, 동남구, 천안시, 충청남도, 27870, 대한민국"
945,36.8365693,127.3159818,"봉항로, 동남구, 천안시, 충청남도, 27825, 대한민국"
946,36.829115,127.31562133,"봉항로, 동남구, 천안시, 충청남도, 27825, 대한민국"
947,36.7875721,127.3168096,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
948,36.7803064,127.3157735,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
949,36.7659133,127.3027847,"병천면 행정복지센터, 57, 병천2로, 동남구, 천안시, 충청남도, 31254, 대한민국"
950,36.7367461,127.3571155,"백현성재로, 청원구, 청주시, 충청북도, 31258, 대한민국"
951,36.7475002,127.3108412,"매봉로, 동남구, 천안시, 충청남도, 31254, 대한민국"
952,36.74075796,127.31662241,"매봉로, 동남구, 천안시, 충청남도, 31254, 대한민국"
953,36.73900631,127.32197408,"매봉로, 동남구, 천안시, 충청남도, 31254, 대한민국"
954,36.7377144,127.3260768,"동남구, 천안시, 충청남도, 31254, 대한민국"
955,36.7367372,127.3297864,"매봉로, 동남구, 천안시, 충청남도, 31254, 대한민국"
956,36.75131913,127.31447616,"유관순길, 동남구, 천안시, 충청남도, 31254, 대한민국"
957,36.75679761,127.3180852,"유관순길, 동남구, 천안시, 충청남도, 31254, 대한민국"
958,36.75455761,127.2956351,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
959,36.7502151,127.2922632,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
960,36.74248462,127.28607575,"장산3리(상록리조트), 수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
961,36.73745455,127.29626797,"장산서길, 동남구, 천안시, 충청남도, 31251, 대한민국"
962,36.7084734,127.273765,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
963,36.70518463,127.27384742,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
964,36.7020139,127.2759559,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
965,36.71646093,127.30083904,"발산4길, 옥산면, 동남구, 천안시, 충청남도, 31251, 대한민국"
966,36.72861628,127.27339573,"성남로, 동남구, 천안시, 충청남도, 31251, 대한민국"
967,36.7290301,127.27045751,"성남로, 동남구, 천안시, 충청남도, 31251, 대한민국"
968,36.7271874,127.2618022,"성남로, 동남구, 천안시, 충청남도, 31251, 대한민국"
969,36.73483572,127.2521182,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
970,36.73783154,127.24724765,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
971,36.7401015,127.2416835,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
972,36.7472229,127.252567,"세성로, 동남구, 천안시, 충청남도, 31245, 대한민국"
973,36.7504649,127.2597373,"세성로, 동남구, 천안시, 충청남도, 31245, 대한민국"
974,36.7502643,127.2630875,"세성로, 동남구, 천안시, 충청남도, 31245, 대한민국"
975,36.7574896,127.2795008,"가전1길, 동남구, 천안시, 충청남도, 31253, 대한민국"
976,36.7195776,127.2544832,"봉양1길, 동남구, 천안시, 충청남도, 31251, 대한민국"
977,36.7205398,127.2456515,"성남신덕1길, 동남구, 천안시, 충청남도, 31245, 대한민국"
978,36.72075127,127.23420074,"성남신덕1길, 동남구, 천안시, 충청남도, 31245, 대한민국"
979,36.7389669,127.2284446,"동남구, 천안시, 충청남도, 31245, 대한민국"
980,36.7408594,127.22227883,"석천교, 동남구, 천안시, 충청남도, 31245, 대한민국"
981,36.72918351,127.21387408,"약수로, 동남구, 천안시, 충청남도, 31245, 대한민국"
982,36.74102743,127.2383132,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
983,36.74237975,127.23605604,"신사초등학교, 155, 신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
984,36.74275675,127.23341334,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
985,36.74904,127.217887,"성남로, 동남구, 천안시, 충청남도, 31233, 대한민국"
986,36.75251712,127.21727226,"성남로, 동남구, 천안시, 충청남도, 31233, 대한민국"
987,36.7615056,127.2134358,"성남로, 동남구, 천안시, 충청남도, 31233, 대한민국"
988,36.7670196,127.20922575,"성남로, 동남구, 천안시, 충청남도, 31233, 대한민국"
989,36.7643362,127.208241,"동남구, 천안시, 충청남도, 31234, 대한민국"
990,36.7516782,127.2095492,"동남구, 천안시, 충청남도, 31234, 대한민국"
991,36.7752194,127.24318298,"동평3길, 동남구, 천안시, 충청남도, 31231, 대한민국"
992,36.78423782,127.23562932,"서리1길, 동남구, 천안시, 충청남도, 31231, 대한민국"
993,36.7703062,127.2530363,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
994,36.7804418,127.2544831,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
995,36.78343142,127.25607775,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
996,36.78669677,127.2586108,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
997,36.79811872,127.26440141,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
998,36.796016,127.2617529,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
999,36.81603035,127.27596738,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
1000,36.82719461,127.27277409,"북면 행정복지센터, 724, 위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
1001,36.83154801,127.27103477,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
1002,36.83932073,127.26951105,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
1003,36.857699,127.2681892,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
1004,36.87520265,127.2916163,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
1005,36.80049745,127.22954195,"교촌1길, 동남구, 천안시, 충청남도, 31231, 대한민국"
