,위도,경도,주소
147,36.91104545,127.12539193,"매주4리, 연암율금로, 성환읍, 서북구, 천안시, 충청남도, 31017, 대한민국"
148,36.9072541,127.1181568,"율금교, 율금7길, 성환읍, 서북구, 천안시, 충청남도, 31019, 대한민국"
149,36.9073104,127.1179859,"연암율금로, 성환읍, 서북구, 천안시, 충청남도, 31009, 대한민국"
150,36.9054039,127.1146526,"성환읍, 서북구, 천안시, 충청남도, 31009, 대한민국"
151,36.9054246,127.114667,"성환읍, 서북구, 천안시, 충청남도, 31009, 대한민국"
152,36.89635579,127.10295501,"연암율금로, 직산읍, 서북구, 천안시, 충청남도, 31414, 대한민국"
153,36.89234131,127.09598741,"율금1길, 성환읍, 서북구, 천안시, 충청남도, 31009, 대한민국"
154,36.88882664,127.0909807,"연암율금로, 직산읍, 서북구, 천안시, 충청남도, 31414, 대한민국"
155,36.88887799,127.09073889,"연암율금로, 직산읍, 서북구, 천안시, 충청남도, 31414, 대한민국"
156,36.82160531,127.08648912,"탕정면로, 동산리, 아산시, 충청남도, 31458, 대한민국"
157,36.8193662,127.0841963,"동덕초등학교, 381, 탕정면로, 동산리, 아산시, 충청남도, 31458, 대한민국"
158,36.9208455,127.1366208,"성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
159,36.9207647,127.1367054,"성월수향길, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
160,36.9334592,127.1448536,"성월수향길, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
161,36.9333874,127.144955,"성월수향길, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
162,36.8332041,127.0974296,"산동안길, 산동리, 아산시, 충청남도, 31458, 대한민국"
163,36.80478071,127.1167191,"불당대원A, 봉서산로, 불당동, 쌍용3동, 서북구, 천안시, 충청남도, 31164, 대한민국"
164,36.7848047,127.1132825,"쌍용동일하이빌, 충무로, 동남구, 천안시, 충청남도, 31472, 대한민국"
165,36.7558392,127.11771319,"잔다리길, 동남구, 천안시, 충청남도, 31474, 대한민국"
166,36.7535792,127.1273185,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
167,36.7552164,127.12744058,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
168,36.7590163,127.12797741,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
169,36.7680182,127.1319861,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
170,36.7681009,127.1324855,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
171,36.72990463,127.14414407,"송정1길, 동남구, 천안시, 충청남도, 31216, 대한민국"
172,36.73481962,127.14359407,"송정2길, 동남구, 천안시, 충청남도, 31216, 대한민국"
173,36.7351712,127.1435414,"가송교, 동남구, 천안시, 충청남도, 31215, 대한민국"
174,36.74163127,127.1391224,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
175,36.74551628,127.13519741,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
176,36.7450786,127.1260031,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
177,36.74278464,127.12584241,"용두3길, 동남구, 천안시, 충청남도, 31216, 대한민국"
178,36.74234925,127.12555675,"용두3길, 동남구, 천안시, 충청남도, 31216, 대한민국"
179,36.73401969,127.12303036,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
180,36.73402222,127.1228429,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
181,36.73928792,127.11270284,"141-1, 태학산로, 동남구, 천안시, 충청남도, 31214, 대한민국"
182,36.74539246,127.10033544,"용정초등학교, 8-7, 태학산로, 동남구, 천안시, 충청남도, 31214, 대한민국"
183,36.74004798,127.09265574,"태학산로, 동남구, 천안시, 충청남도, 31217, 대한민국"
184,36.7394652,127.09204298,"태학산1길, 동남구, 천안시, 충청남도, 31214, 대한민국"
185,36.73697797,127.08950908,"태학산로, 동남구, 천안시, 충청남도, 31217, 대한민국"
186,36.73625855,127.08426487,"태학산로, 동남구, 천안시, 충청남도, 31217, 대한민국"
187,36.7281249,127.12043235,"155, 풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
188,36.72772154,127.11965838,"23, 풍세2길, 동남구, 천안시, 충청남도, 31217, 대한민국"
189,36.7210613,127.12009109,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
190,36.7227206,127.1198651,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
191,36.71443687,127.11754318,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
192,36.71064748,127.11431478,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
193,36.70927628,127.11344408,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
194,36.69567818,127.09288317,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
195,36.68834465,127.08538407,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
196,36.69081295,127.07479408,"보산원로, 동남구, 천안시, 충청남도, 31499, 대한민국"
197,36.690949,127.0748715,"보산원로, 동남구, 천안시, 충청남도, 31499, 대한민국"
198,36.70667397,127.1107491,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
199,36.69765633,127.07172241,"보산원로, 동남구, 천안시, 충청남도, 31499, 대한민국"
200,36.7021942,127.0708744,"안넙티길, 동남구, 천안시, 충청남도, 31499, 대한민국"
201,36.68702256,127.07848108,"보산원1길, 동남구, 천안시, 충청남도, 31220, 대한민국"
202,36.67752309,127.05866208,"광풍로, 동남구, 천안시, 충청남도, 31220, 대한민국"
203,36.67768295,127.05870741,"광풍로, 동남구, 천안시, 충청남도, 31220, 대한민국"
204,36.67269108,127.05097178,"광풍로, 동남구, 천안시, 충청남도, 31220, 대한민국"
205,36.6723311,127.04557917,"해수길, 동남구, 천안시, 충청남도, 31220, 대한민국"
206,36.67324894,127.04268716,"해수길, 동남구, 천안시, 충청남도, 31220, 대한민국"
207,36.67847642,127.06175366,"광풍로, 동남구, 천안시, 충청남도, 31220, 대한민국"
208,36.68460796,127.07576241,"보산원초등학교, 보산원2길, 동남구, 천안시, 충청남도, 31220, 대한민국"
209,36.67915892,127.07654497,"지장길, 동남구, 천안시, 충청남도, 31220, 대한민국"
210,36.6587895,127.0776767,"지장길, 동남구, 천안시, 충청남도, 32509, 대한민국"
211,36.6503742,127.0859391,"지장길, 동남구, 천안시, 충청남도, 32509, 대한민국"
212,36.69638017,127.09909331,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
213,36.69645745,127.09923484,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
214,36.69628172,127.10261007,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
215,36.69643568,127.10236358,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
216,36.70137727,127.11215425,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
217,36.6953133,127.123102,"광덕로, 동남구, 천안시, 충청남도, 31221, 대한민국"
218,36.6951952,127.12281205,"광덕로, 동남구, 천안시, 충청남도, 31221, 대한민국"
219,36.6914755,127.1296636,"광덕로, 동남구, 천안시, 충청남도, 31223, 대한민국"
220,36.68895964,127.13384908,"광덕로, 동남구, 천안시, 충청남도, 31223, 대한민국"
221,36.68497297,127.15745574,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
222,36.67414575,127.14595492,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
223,36.6704363,127.13934574,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
224,36.66029244,127.14009829,"동남구, 천안시, 충청남도, 31223, 대한민국"
225,36.65670669,127.13503338,"동남구, 천안시, 충청남도, 30007, 대한민국"
226,36.6607495,127.1245697,"차령고개로, 동남구, 공주시, 충청남도, 32512, 대한민국"
227,36.6334671,127.1235332,"차령고개로, 인풍리, 공주시, 충청남도, 32512, 대한민국"
228,36.6121017,127.1218446,"광정교, 광정리, 공주시, 충청남도, 32512, 대한민국"
229,36.6884835,127.1573738,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
230,36.7210427,127.1323973,"가송로, 동남구, 천안시, 충청남도, 31216, 대한민국"
231,36.7247114,127.1579946,"소정면, 세종, 30001, 대한민국"
232,36.73509962,127.17180741,"학수소사길, 동남구, 천안시, 충청남도, 30001, 대한민국"
233,36.73791311,127.17219813,"학수소사길, 동남구, 천안시, 충청남도, 31225, 대한민국"
234,36.73805241,127.1719707,"학수소사길, 동남구, 천안시, 충청남도, 31225, 대한민국"
235,36.7447854,127.16367215,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
236,36.74353242,127.15883165,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
237,36.7386907,127.1515135,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
238,36.7448411,127.16437343,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
239,36.75107588,127.1874264,"도장로, 동남구, 천안시, 충청남도, 31225, 대한민국"
240,36.7470746,127.1798119,"도장초등학교, 73, 도장1길, 동남구, 천안시, 충청남도, 31225, 대한민국"
241,36.74560129,127.17070741,"세종로, 동남구, 천안시, 충청남도, 31225, 대한민국"
242,36.7536301,127.17124127,"도전마을길, 동남구, 천안시, 충청남도, 31226, 대한민국"
243,36.75471466,127.17098241,"천안대로, 동남구, 천안시, 충청남도, 31226, 대한민국"
244,36.75852631,127.17140574,"천안대로, 동남구, 천안시, 충청남도, 31226, 대한민국"
245,36.76701127,127.16644741,"천안대로, 동남구, 천안시, 충청남도, 31212, 대한민국"
246,36.7730421,127.1646065,"선문대학교 천안캠퍼스, 277, 천안대로, 동남구, 천안시, 충청남도, 31212, 대한민국"
247,36.77294961,127.16492241,"선문대학교 천안캠퍼스, 277, 천안대로, 동남구, 천안시, 충청남도, 31212, 대한민국"
248,36.82297966,127.10901458,"음봉로, 백석동, 서북구, 천안시, 충청남도, 31094, 대한민국"
249,36.84065184,127.10151844,"스마일빌딩, 1-7, 3공단6로, 차암동, 서북구, 천안시, 충청남도, 31085, 대한민국"
250,36.8793451,127.0995104,"금곡로, 직산읍, 서북구, 천안시, 충청남도, 31029, 대한민국"
251,36.86866501,127.10062841,"금곡로, 직산읍, 서북구, 천안시, 충청남도, 31029, 대한민국"
252,36.8683375,127.10065186,"직산읍, 서북구, 천안시, 충청남도, 31418, 대한민국"
253,36.86413633,127.10384241,"금곡로, 마정산업단지, 직산읍, 서북구, 천안시, 충청남도, 31418, 대한민국"
254,36.86392598,127.10376114,"금곡로, 마정산업단지, 직산읍, 서북구, 천안시, 충청남도, 31418, 대한민국"
255,36.86074688,127.10488644,"산동로, 직산읍, 서북구, 아산시, 충청남도, 31418, 대한민국"
256,36.8578313,127.1091075,"산동로, 직산읍, 서북구, 아산시, 충청남도, 31418, 대한민국"
257,36.85236462,127.11538241,"수레터1길, 차암동, 서북구, 천안시, 충청남도, 31075, 대한민국"
258,36.87002016,127.11861873,"동보아파트, 상덕로, 천안제4일반산업단지, 직산읍, 서북구, 천안시, 충청남도, 31039, 대한민국"
259,36.870149,127.1188722,"32, 상덕로, 천안제4일반산업단지, 직산읍, 서북구, 천안시, 충청남도, 31039, 대한민국"
260,36.8697105,127.1255502,"자은가리1길, 직산읍, 서북구, 천안시, 충청남도, 31039, 대한민국"
261,36.8825046,127.12353074,"상덕로, 직산읍, 서북구, 천안시, 충청남도, 31029, 대한민국"
262,36.8904538,127.12475356,"상덕로, 직산읍, 서북구, 천안시, 충청남도, 31029, 대한민국"
263,36.8917513,127.12734407,"상덕로, 직산읍, 서북구, 천안시, 충청남도, 31029, 대한민국"
264,36.89163819,127.12743498,"상덕로, 직산읍, 서북구, 천안시, 충청남도, 31029, 대한민국"
265,36.89329797,127.13716574,"천안대로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국"
266,36.89320774,127.13760676,"직산부영아파트, 천안대로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국"
267,36.88611795,127.14275908,"천안대로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국"
268,36.88494247,127.14318345,"천안대로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국"
269,36.87644298,127.14554573,"부송로, 직산읍, 서북구, 천안시, 충청남도, 31050, 대한민국"
270,36.87922466,127.12423574,"부송로, 직산읍, 서북구, 천안시, 충청남도, 31038, 대한민국"
271,36.7683294,127.1851267,"충절로, 동남구, 천안시, 충청남도, 31224, 대한민국"
272,36.76846963,127.18521075,"충절로, 동남구, 천안시, 충청남도, 31224, 대한민국"
273,36.76821627,127.18905574,"687, 충절로, 응원리, 천안시, 충청남도, 31224, 대한민국"
274,36.76802961,127.18923408,"충절로, 동남구, 천안시, 충청남도, 31224, 대한민국"
275,36.76803794,127.19756908,"충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
276,36.76786054,127.19769092,"충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
277,36.77097152,127.19509356,"동우아파트, 신계1길, 동남구, 천안시, 충청남도, 31224, 대한민국"
278,36.76964628,127.2022774,"신계초등학교, 243-9, 천정1길, 동남구, 천안시, 충청남도, 31233, 대한민국"
279,36.76955151,127.20259648,"충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
280,36.77697069,127.19853022,"동남구, 천안시, 충청남도, 31233, 대한민국"
281,36.79548943,127.1940977,"교천지산길, 동남구, 천안시, 충청남도, 31233, 대한민국"
282,36.78696627,127.19500575,"교천지산길, 동남구, 천안시, 충청남도, 31233, 대한민국"
283,36.76992462,127.20600908,"성남로, 동남구, 천안시, 충청남도, 31233, 대한민국"
284,36.76623889,127.21051502,"성남로, 동남구, 천안시, 충청남도, 31233, 대한민국"
285,36.7615138,127.2131041,"성남로, 동남구, 천안시, 충청남도, 31233, 대한민국"
286,36.75243755,127.21706689,"성남로, 동남구, 천안시, 충청남도, 31233, 대한민국"
287,36.74771231,127.21792497,"성남로, 동남구, 천안시, 충청남도, 31233, 대한민국"
288,36.74259011,127.23334869,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
289,36.74264629,127.23584407,"신사초등학교, 155, 신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
290,36.74125323,127.2383785,"신사초등학교, 155, 신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
291,36.74022294,127.24184241,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
292,36.735561,127.237794,"대흥1길, 동남구, 천안시, 충청남도, 31245, 대한민국"
293,36.72952628,127.21401074,"약수로, 동남구, 천안시, 충청남도, 31245, 대한민국"
294,36.74107893,127.22246044,"동남구, 천안시, 충청남도, 31245, 대한민국"
295,36.73882623,127.22816449,"동남구, 천안시, 충청남도, 31245, 대한민국"
296,36.7471417,127.2139227,"도장로, 동남구, 천안시, 충청남도, 31225, 대한민국"
297,36.7517499,127.2093809,"동남구, 천안시, 충청남도, 31234, 대한민국"
298,36.7643008,127.2085212,"동남구, 천안시, 충청남도, 31234, 대한민국"
299,36.77229461,127.20793651,"876, 충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
300,36.77292011,127.2093196,"890, 충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
301,36.77458129,127.21137908,"917, 충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
302,36.77435193,127.21147329,"9098, 충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
303,36.77616048,127.21641466,"신도브래뉴1차아파트, 충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
304,36.7759193,127.2172371,"충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
305,36.77067294,127.23063408,"운전2리(독립기념관), 충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
306,36.77005464,127.23150073,"1107, 충절로, 동남구, 천안시, 충청남도, 31233, 대한민국"
307,36.77006964,127.25069408,"충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
308,36.7697706,127.2512138,"충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
309,36.770223,127.2603872,"충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
310,36.770277,127.2634809,"충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
311,36.75490422,127.26420355,"5산단로, 동남구, 천안시, 충청남도, 31253, 대한민국"
312,36.7524873,127.2658141,"5산단로, 동남구, 천안시, 충청남도, 31253, 대한민국"
313,36.75042619,127.2629588,"세성로, 동남구, 천안시, 충청남도, 31245, 대한민국"
314,36.75066036,127.25986022,"세성로, 동남구, 천안시, 충청남도, 31245, 대한민국"
315,36.74941194,127.2571202,"세성로, 동남구, 천안시, 충청남도, 31245, 대한민국"
316,36.74950798,127.25700907,"세성로, 동남구, 천안시, 충청남도, 31245, 대한민국"
317,36.74733858,127.25237821,"세성로, 동남구, 천안시, 충청남도, 31245, 대한민국"
318,36.73798295,127.24731741,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
319,36.73484368,127.25278188,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
320,36.7308549,127.2587703,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
321,36.73086295,127.25908575,"신사대화로, 동남구, 천안시, 충청남도, 31245, 대한민국"
322,36.7271063,127.26164574,"성남로, 동남구, 천안시, 충청남도, 31251, 대한민국"
323,36.70106447,127.26133919,"봉양1길, 동남구, 천안시, 충청남도, 31251, 대한민국"
324,36.7195263,127.25466075,"봉양1길, 동남구, 천안시, 충청남도, 31251, 대한민국"
325,36.72051544,127.24582091,"성남신덕1길, 동남구, 천안시, 충청남도, 31245, 대한민국"
326,36.720686,127.2341506,"성남신덕1길, 동남구, 천안시, 충청남도, 31245, 대한민국"
327,36.72772881,127.26502742,"동남구, 천안시, 충청남도, 31251, 대한민국"
328,36.72890159,127.27036591,"성남로, 동남구, 천안시, 충청남도, 31251, 대한민국"
329,36.7284135,127.2733594,"성남로, 동남구, 천안시, 충청남도, 31251, 대한민국"
330,36.7393926,127.2719427,"5산단로, 동남구, 천안시, 충청남도, 31251, 대한민국"
331,36.71976377,127.2774227,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
332,36.70505964,127.27375408,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
333,36.70223295,127.27606074,"백자1길, 동남구, 천안시, 충청남도, 31251, 대한민국"
334,36.7084016,127.2739444,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
335,36.70771963,127.28404242,"백자3길, 동남구, 천안시, 충청남도, 31251, 대한민국"
336,36.7225546,127.28733908,"발산1길, 동남구, 천안시, 충청남도, 31251, 대한민국"
337,36.73091794,127.28149741,"수신보건지소, 436, 수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
338,36.73273731,127.28400458,"수신초등학교, 459, 수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
339,36.73286212,127.28439134,"수신초등학교, 459, 수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
340,36.70857463,127.29791409,"발산4길, 옥산면, 동남구, 천안시, 충청남도, 31251, 대한민국"
341,36.7164505,127.30106163,"발산4길, 옥산면, 동남구, 천안시, 충청남도, 31251, 대한민국"
342,36.7315149,127.2970365,"장산서길, 동남구, 천안시, 충청남도, 31251, 대한민국"
343,36.737563,127.2965278,"장산서길, 동남구, 천안시, 충청남도, 31251, 대한민국"
344,36.74244297,127.28622907,"상록리조트, 장산서길, 동남구, 천안시, 충청남도, 31251, 대한민국"
345,36.74515454,127.28944073,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
346,36.7467931,127.2906952,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
347,36.7502572,127.2921029,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
348,36.75439013,127.29529207,"수신로, 동남구, 천안시, 충청남도, 31251, 대한민국"
349,36.7607438,127.2945372,"병천1로, 동남구, 천안시, 충청남도, 31254, 대한민국"
350,36.76561875,127.28837884,"신한아파트, 충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
351,36.76765462,127.28395242,"한국기술교육대, 충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
352,36.76768641,127.28338643,"한국기술교육대, 충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
353,36.76882643,127.27989097,"통일공업사, 충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
354,36.76911298,127.27961241,"칠성섬유, 충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
355,36.77025933,127.27446132,"가전4리 (문다라니), 충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
356,36.77044965,127.27426408,"충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
357,36.77034156,127.26954469,"충절로, 동남구, 천안시, 충청남도, 31243, 대한민국"
358,36.75761466,127.2793024,"가전1길, 동남구, 천안시, 충청남도, 31253, 대한민국"
359,36.75643417,127.28499593,"가전1길, 동남구, 천안시, 충청남도, 31253, 대한민국"
360,36.738092,127.3519495,"두릉유리로, 청원구, 청주시, 충청북도, 31258, 대한민국"
361,36.7379296,127.3518266,"두릉유리로, 청원구, 청주시, 충청북도, 31258, 대한민국"
362,36.7364087,127.3334048,"동남구, 천안시, 충청남도, 31258, 대한민국"
363,36.73706463,127.32980909,"매봉로, 동남구, 천안시, 충청남도, 31254, 대한민국"
364,36.7375161,127.3260548,"동남구, 천안시, 충청남도, 31254, 대한민국"
365,36.73992464,127.32067407,"매봉로, 동남구, 천안시, 충청남도, 31254, 대한민국"
366,36.74187128,127.31531241,"매봉로, 동남구, 천안시, 충청남도, 31254, 대한민국"
367,36.74761964,127.31107241,"매봉로, 동남구, 천안시, 충청남도, 31254, 대한민국"
368,36.7513285,127.3146519,"유관순길, 동남구, 천안시, 충청남도, 31254, 대한민국"
