정류장번호,정류장명,위도,경도,도시코드,도시명,주소
CAB285000433,병천중고등학교,36.76458964,127.31253573,34010,천안시,"병천중고등학교, 충절로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000434,구도리,36.76794963,127.32556909,34010,천안시,"충절로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000435,화계1리(반계),36.76969365,127.33490655,34010,천안시,"충절로, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285000436,화계1리(반계),36.7699116,127.33561332,34010,천안시,"충절로, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285000437,송연1리(삼한),36.77230185,127.33899432,34010,천안시,"충절로, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285000438,동면사무소,36.77602844,127.34508274,34010,천안시,"동면 행정복지센터, 15, 동산1길, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285000439,동면농협,36.7762617,127.34507426,34010,천안시,"동면 행정복지센터, 15, 동산1길, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285000440,삽다리,36.77996548,127.3549785,34010,천안시,"충절로, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285000441,송연2리(수리골),36.78023632,127.36543407,34010,천안시,"화복로, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285000442,수남1리(차여),36.77403786,127.37307726,34010,천안시,"화복로, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285000443,장송2리(한마음고등학교),36.77317627,127.37997074,34010,천안시,"화복로, 동남구, 천안시, 충청남도, 31258, 대한민국"
CAB285000444,수남리(매작),36.76825158,127.3865552,34010,천안시,"용두천길, 동남구, 천안시, 충청남도, 27870, 대한민국"
CAB285000445,화덕1리,36.7621957,127.3983109,34010,천안시,"화복로, 동남구, 천안시, 충청남도, 27870, 대한민국"
CAB285000446,화덕2리(도명),36.76283132,127.41083075,34010,천안시,"화복로, 동남구, 천안시, 충청남도, 27870, 대한민국"
CAB285000449,병천우체국,36.76295588,127.29758729,34010,천안시,"충절로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000450,"관세인재개발원,해양경찰연구센터",36.76453544,127.2949705,34010,천안시,"충절로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000451,병천면행정복지센터,36.76602632,127.30263408,34010,천안시,"병천면 행정복지센터, 57, 병천2로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000452,신세계아파트,36.76774465,127.30492407,34010,천안시,"병천2로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000453,신세계아파트,36.76761812,127.30505327,34010,천안시,"병천2로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000454,도원1리,36.76974727,127.30869534,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000455,도원1리(면실부락),36.77156132,127.31068741,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000456,도원1리(면실부락),36.77178281,127.3111737,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000457,도원2리(광기),36.780225,127.3155831,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000458,도원3리(가정),36.7876214,127.316647,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000459,매성3리(매당마을),36.79983693,127.3190532,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000460,작성마을,36.80303117,127.31979001,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 31254, 대한민국"
CAB285000461,봉항1리,36.82914699,127.31540682,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 27825, 대한민국"
CAB285000462,봉항2리(삼성),36.83680476,127.31584642,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 27825, 대한민국"
CAB285000463,봉항3리,36.84412808,127.31878238,34010,천안시,"봉항로, 동남구, 천안시, 충청남도, 27825, 대한민국"
CAB285000464,동천안농협 연춘지점,36.7703059,127.2528996,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000465,용암리,36.7805227,127.2543909,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000466,용암1리,36.78352786,127.25588706,34010,천안시,"용암2길, 동남구, 천안시, 충청남도, 31243, 대한민국"
CAB285000467,은석초교,36.78676141,127.25840567,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000468,용암리,36.79608963,127.26167407,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000469,용암2리,36.79833299,127.26435241,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000470,매송1리,36.80127132,127.2681824,34010,천안시,"매송1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000471,매송1리,36.801156,127.26819681,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000472,매송1리(느러니),36.80586295,127.27378241,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000473,매송1리(오송정),36.81126015,127.27639873,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000474,매송1리(오송정),36.81130798,127.27619575,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000475,명덕리,36.81603075,127.27573114,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000476,동천안농협 북면지점,36.82294342,127.27319921,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000477,동천안농협 북면지점,36.82297412,127.27296442,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000478,북면행정복지센터,36.82708617,127.27269742,34010,천안시,"북면 행정복지센터, 724, 위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000479,솔바람가든,36.83141991,127.27119724,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000480,사담리,36.83520747,127.26827394,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000481,사담리,36.83526666,127.26843679,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000482,양곡리입구(별장골),36.83931477,127.26966726,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000483,양곡리(종점),36.8510182,127.281975,34010,천안시,"양곡1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000484,전곡리,36.84785517,127.26622467,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000485,전곡리,36.84812383,127.26651894,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000486,전곡리(길마제),36.85094498,127.26667827,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000487,납안리,36.85337826,127.26619147,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000488,납안리,36.85393799,127.26637074,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000489,납안1리,36.85545069,127.26640328,34010,천안시,"2, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000490,유성농장입구,36.85644965,127.25914575,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000491,납안2리,36.8534604,127.2512805,34010,천안시,"납안3길, 입장면, 동남구, 천안시, 충청남도, 31044, 대한민국"
CAB285000492,석천리(종점),36.83680715,127.24040385,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000493,석천리(종점),36.8368444,127.240209,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000494,석천리,36.83370692,127.23581199,34010,천안시,"석천1길, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000495,석천리,36.83096384,127.23315314,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000496,송전리,36.82741279,127.22945974,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000497,덕전2리,36.81621834,127.22523431,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000498,덕전2리,36.81617748,127.22501032,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000499,덕전1리,36.8093431,127.2214237,34010,천안시,"덕전1길, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000500,덕전1리,36.8008845,127.1963332,34010,천안시,"동남구, 천안시, 충청남도, 31068, 대한민국"
CAB285000501,덕전1리(심평마을),36.8086088,127.2158433,34010,천안시,"덕전1길, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000502,덕전1리(용소),36.80863405,127.22493259,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000503,서흥2리,36.80712078,127.23108529,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000504,서흥2리(상용),36.80724624,127.2312018,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31064, 대한민국"
CAB285000505,서흥1리(동막),36.8045089,127.2321796,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000506,교촌2리,36.8003965,127.2294318,34010,천안시,"교촌1길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000507,희망의마을,36.7969045,127.23187036,34010,천안시,"교촌1길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000508,교촌1리,36.7918116,127.23235284,34010,천안시,"교촌1길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000509,신광교회,36.78943155,127.2345631,34010,천안시,"94, 서리1길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000510,노루목,36.77117873,127.2478347,34010,천안시,"노루목, 동평3길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000511,노루목,36.77138629,127.24781241,34010,천안시,"연춘리, 동평3길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000512,동평3리,36.77533628,127.24330908,34010,천안시,"동평3리, 동평3길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000513,동평2리,36.77700629,127.24254574,34010,천안시,"동평2리, 동평3길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000514,동평2리,36.7770241,127.24237734,34010,천안시,"동평3길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000515,동리입구,36.7809388,127.2401916,34010,천안시,"동평3길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000516,동리,36.78096123,127.24034084,34010,천안시,"동리, 동평3길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000517,목천농협,36.784418,127.2358572,34010,천안시,"동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000518,"목천읍행정복지센터,국립청소년수련원",36.78428611,127.2353478,34010,천안시,"서리1길, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000519,목천중고등학교,36.7811446,127.23358241,34010,천안시,"목천중고등학교, 삼방로, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000520,독립기념관 동문,36.78034187,127.2328387,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000521,독립기념관 동문,36.77989207,127.23254131,34010,천안시,"동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000522,동평1리,36.77482295,127.23542407,34010,천안시,"동평1리, 삼방로, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000523,동평1리,36.77430796,127.23511074,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000524,목천IC,36.77051463,127.23300074,34010,천안시,"삼방로, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000525,목천IC,36.77032796,127.23316574,34010,천안시,"목천IC, 삼방로, 동남구, 천안시, 충청남도, 31231, 대한민국"
CAB285000526,직산역입구,36.87152298,127.14784407,34010,천안시,"직산읍, 서북구, 천안시, 충청남도, 31050, 대한민국"
CAB285000527,직산역입구,36.87085795,127.14828574,34010,천안시,"천안대로, 신당동, 성거읍, 서북구, 천안시, 충청남도, 31050, 대한민국"
CAB285000528,직산사거리,36.87592133,127.14654908,34010,천안시,"천안대로, 직산읍, 서북구, 천안시, 충청남도, 31050, 대한민국"
CAB285000529,직산사거리,36.877409,127.146589,34010,천안시,"천안대로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국"
CAB285000530,직산읍행정복지센터,36.87710178,127.14963311,34010,천안시,"봉주로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국"
CAB285000531,서북구청,36.87742966,127.15347574,34010,천안시,"아이티컴퓨터, 충남 천안시 서북구 직산읍 삼은리 414, 봉주로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국"
CAB285000532,서북구청,36.87731752,127.15435487,34010,천안시,"봉주로, 성거읍, 서북구, 천안시, 충청남도, 31049, 대한민국"
CAB285000533,벽산아파트,36.87787275,127.15790269,34010,천안시,"봉주로, 성거읍, 서북구, 천안시, 충청남도, 31049, 대한민국"
CAB285000534,삼환나우빌,36.87770794,127.15817574,34010,천안시,"봉주로, 성거읍, 서북구, 천안시, 충청남도, 31049, 대한민국"
CAB285000535,성환부영아파트,36.90360912,127.1360201,34010,천안시,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
CAB285000536,성환부영아파트,36.90330791,127.13581452,34010,천안시,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
CAB285000537,중앙아파트,36.91143577,127.13099534,34010,천안시,"중앙아파트, 연암율금로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
CAB285000538,삼풍아파트,36.91157628,127.13099408,34010,천안시,"중앙아파트, 연암율금로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
CAB285000539,매주1리,36.90985781,127.12918676,34010,천안시,"성환2로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
CAB285000540,매주리혜성아파트,36.90849844,127.12901973,34010,천안시,"성환2로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
CAB285000541,동성중학교,36.90669627,127.12851074,34010,천안시,"천안동성중학교, 138, 성환1로, 성환읍, 서북구, 천안시, 충청남도, 31019, 대한민국"
CAB285000543,남서울대학교,36.91168497,127.14283094,34010,천안시,"성진로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
CAB285000544,남서울대학교,36.91186903,127.14209984,34010,천안시,"성진로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
CAB285000545,남서울대학교 주차장,36.9105701,127.1426169,34010,천안시,"남서울대학교, 만경사길, 성환읍, 서북구, 천안시, 충청남도, 31019, 대한민국"
CAB285000546,군동1리공장입구,36.90939215,127.15333049,34010,천안시,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31023, 대한민국"
CAB285000547,군동1리마을입구,36.90515272,127.16477839,34010,천안시,"군동1리마을입구, 성진로, 직산읍, 서북구, 천안시, 충청남도, 31023, 대한민국"
CAB285000548,판정2리(산직촌),36.90905464,127.17222241,34010,천안시,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31023, 대한민국"
CAB285000549,판정2리(산직촌),36.90924218,127.17279646,34010,천안시,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31023, 대한민국"
CAB285000550,등대의집,36.91064963,127.17733407,34010,천안시,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31023, 대한민국"
CAB285000551,판정1리,36.91079293,127.18197741,34010,천안시,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31041, 대한민국"
CAB285000552,판정리,36.9106586,127.18544113,34010,천안시,"직산읍, 서북구, 천안시, 충청남도, 31041, 대한민국"
CAB285000554,모전리,36.9009099,127.1942346,34010,천안시,"모전1길, 성거읍, 서북구, 천안시, 충청남도, 31041, 대한민국"
CAB285000555,여송산업,36.89225293,127.19499074,34010,천안시,"모전1길, 성거읍, 서북구, 천안시, 충청남도, 31041, 대한민국"
CAB285000556,정촌리,36.88665679,127.19304216,34010,천안시,"정촌리, 모전1길, 성거읍, 서북구, 천안시, 충청남도, 31041, 대한민국"
CAB285000557,문덕리,36.87907131,127.18099241,34010,천안시,"봉주로, 성거읍, 서북구, 천안시, 충청남도, 31047, 대한민국"
CAB285000558,성거하늘빛아파트,36.87722964,127.18188476,34010,천안시,"문성1길, 성거읍, 서북구, 천안시, 충청남도, 31047, 대한민국"
CAB285000559,거봉주유소,36.8777821,127.1872722,34010,천안시,"석문길, 성거읍, 서북구, 천안시, 충청남도, 31053, 대한민국"
CAB285000560,남창마을,36.86574295,127.19404074,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000561,남창마을,36.86587799,127.19450907,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000562,충남예술고등학교,36.86934631,127.19891575,34010,천안시,"성거길, 성거읍, 서북구, 천안시, 충청남도, 31046, 대한민국"
CAB285000563,충남예술고등학교,36.8692463,127.19904907,34010,천안시,"성거길, 성거읍, 서북구, 천안시, 충청남도, 31046, 대한민국"
CAB285000564,성거초등학교,36.8709392,127.20000178,34010,천안시,"천흥교, 성거읍, 서북구, 천안시, 충청남도, 31046, 대한민국"
CAB285000565,삼일아파트,36.87435965,127.20176407,34010,천안시,"삼일아파트, 성거길, 성거읍, 서북구, 천안시, 충청남도, 31046, 대한민국"
CAB285000566,아느칸빌아파트,36.88042127,127.20590574,34010,천안시,"181-1, 성거길, 성거읍, 서북구, 천안시, 충청남도, 31045, 대한민국"
CAB285000567,아느칸빌아파트,36.88053864,127.20581261,34010,천안시,"181-1, 성거길, 성거읍, 서북구, 천안시, 충청남도, 31045, 대한민국"
CAB285000568,천흥공단,36.88340296,127.20664075,34010,천안시,"성거길, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
CAB285000569,청호포도마을아파트,36.88622874,127.20667823,34010,천안시,"성거길, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
CAB285000570,청호포도마을아파트,36.88660629,127.20661408,34010,천안시,"성거길, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
CAB285000571,오목리,36.88888627,127.20827241,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
CAB285000572,시장2리,36.90007294,127.2172124,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
CAB285000573,시장1리,36.8919548,127.2311236,34010,천안시,"위례산길, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000574,시장1리(도장골),36.8919502,127.2310675,34010,천안시,"입장면, 서북구, 천안시, 충청남도, 31043, 대한민국"
CAB285000575,호당2리(당곡),36.89544463,127.23069741,34010,천안시,"위례산길, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000576,주성레이크빌아파트,36.91026048,127.25027867,34010,천안시,"입장면, 서북구, 천안시, 충청남도, 31056, 대한민국"
CAB285000578,양대리(양대),36.89797632,127.26106241,34010,천안시,"위례성로, 입장면, 서북구, 천안시, 충청남도, 31056, 대한민국"
CAB285000579,양대리,36.89566633,127.26286907,34010,천안시,"위례성로, 입장면, 서북구, 천안시, 충청남도, 31056, 대한민국"
CAB285000580,운용리(종점),36.87035632,127.26794573,34010,천안시,"위례성로, 입장면, 동남구, 천안시, 충청남도, 31056, 대한민국"
CAB285000581,운용리(군단위),36.8617407,127.2735732,34010,천안시,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000582,납안리(주막거리),36.857591,127.2682625,34010,천안시,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000583,대평2리(싸리재),36.875337,127.2915619,34010,천안시,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000584,대평1리,36.87146462,127.28479541,34010,천안시,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000585,대평1리,36.87131812,127.28434263,34010,천안시,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000586,대평1리(마을회관),36.86838793,127.2818724,34010,천안시,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000587,운용리(군단위),36.8618624,127.2735504,34010,천안시,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
CAB285000588,도림2리(신대),36.91380982,127.24676803,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31061, 대한민국"
CAB285000589,도림1리(보통거리),36.91506629,127.2595674,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31056, 대한민국"
CAB285000590,기로1리(기로),36.91139384,127.23825173,34010,천안시,"영산홍1길, 입장면, 서북구, 천안시, 충청남도, 31061, 대한민국"
CAB285000591,입장,36.91554103,127.22352206,34010,천안시,"입장, 성진로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000592,입장,36.9153177,127.22319224,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000593,연합아파트,36.91299961,127.21181574,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
CAB285000594,연합아파트,36.91285256,127.21183816,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
CAB285000595,거봉포도마을(서원산업),36.91235194,127.20039779,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
CAB285000596,거봉포도마을(서원산업),36.91240299,127.19958075,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
CAB285000597,모전리(익선원),36.91209966,127.19776575,34010,천안시,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
CAB285000598,유리,36.91874295,127.22332741,34010,천안시,"입장, 입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000599,삼원빌라,36.9207504,127.22376159,34010,천안시,"입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000601,독정리입구,36.9312162,127.2301189,34010,천안시,"안성맞춤대로, 서운면, 안성시, 경기도, 17608, 대한민국"
CAB285000602,구독정,36.9311849,127.2322188,34010,천안시,"안성맞춤대로, 서운면, 안성시, 경기도, 17608, 대한민국"
CAB285000623,입장양진유통,36.91465331,127.22216316,34010,천안시,"연세한의원, 입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000624,입장면행정복지센터,36.91228605,127.22166088,34010,천안시,"입장면 행정복지센터, 129, 입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000625,초원아파트,36.91216391,127.22145656,34010,천안시,"입장면 행정복지센터, 129, 입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000626,효계리(동계리),36.90889432,127.22056252,34010,천안시,"입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000627,신덕2리,36.90376963,127.21910907,34010,천안시,"입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
CAB285000628,석교1리(궝말),36.85866796,127.18757408,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000629,청구빌라,36.85882462,127.18735574,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000630,오성원룸,36.8557213,127.18476575,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000631,석교2리,36.85576631,127.18447407,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000632,망향의동산,36.85371298,127.18424407,34010,천안시,"망향의동산, 망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000633,망향의동산,36.85363796,127.18399741,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000634,성거육영아파트,36.85096628,127.18309075,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000635,성거육영아파트,36.8500119,127.1829356,34010,천안시,"성거육영아파트, 망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000636,요방1리입구,36.84907463,127.18182408,34010,천안시,"요방1리입구, 망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000637,오승빌라,36.84674964,127.18059575,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000638,요방3리,36.84626129,127.17991407,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000639,단대병원,36.84147798,127.17506574,34010,천안시,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
CAB285000640,단대병원,36.8413349,127.1741122,34010,천안시,"단국대학교병원, 201, 망향로, 동남구, 천안시, 충청남도, 31116, 대한민국"
CAB285000641,단대병원,36.83938797,127.17427241,34010,천안시,"망향로, 동남구, 천안시, 충청남도, 31116, 대한민국"
CAB285000642,상명대학교,36.8330796,127.17300075,34010,천안시,"망향로, 동남구, 천안시, 충청남도, 31116, 대한민국"
CAB285000643,천안톨게이트,36.82824318,127.16770155,34010,천안시,"망향로, 동남구, 천안시, 충청남도, 31090, 대한민국"
CAB285000644,천안톨게이트,36.82835666,127.16761061,34010,천안시,"망향로, 동남구, 천안시, 충청남도, 31090, 대한민국"
CAB285000646,신부우방아파트,36.82342295,127.15263742,34010,천안시,"중앙로, 신부동, 동남구, 천안시, 충청남도, 31117, 대한민국"
CAB285000648,신부청광아파트,36.82162686,127.15211514,34010,천안시,"중앙로, 성황동, 동남구, 천안시, 충청남도, 31120, 대한민국"
CAB285000649,방죽안오거리,36.817435,127.15115249,34010,천안시,"방죽안오거리, 대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
CAB285000650,방죽안오거리,36.8175776,127.1514936,34010,천안시,"대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
CAB285000651,복자여자중고등학교,36.815312,127.1502101,34010,천안시,"대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
CAB285000652,복자여자중고등학교,36.815121,127.1499161,34010,천안시,"티스테이션, 14, 성황8길, 성황동, 동남구, 천안시, 충청남도, 31121, 대한민국"
CAB285000653,삼도상가,36.8120581,127.1488145,34010,천안시,"삼도상가, 대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
CAB285000654,삼도상가,36.8116185,127.148923,34010,천안시,"삼도상가, 대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
CAB285000655,천안역 동부광장,36.8083388,127.147642,34010,천안시,"천안역 동부광장, 대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
CAB285000656,천안역 동부광장,36.8081632,127.1477157,34010,천안시,"삼영빌딩, 228, 대흥로, 대흥동, 동남구, 천안시, 충청남도, 31129, 대한민국"
CAB285000657,농협 봉명동지점,36.80251918,127.14137501,34010,천안시,"94, 차돌로, 봉명동, 동남구, 천안시, 충청남도, 31154, 대한민국"
CAB285000658,농협 봉명동지점,36.80266795,127.14114574,34010,천안시,"94, 차돌로, 봉명동, 동남구, 천안시, 충청남도, 31154, 대한민국"
CAB285000659,온양나드리,36.8033957,127.1459932,34010,천안시,"천안지하차도(온양나드리), 대흥동, 동남구, 천안시, 충청남도, 31153, 대한민국"
