,정류장번호,정류장명,위도,경도,정보수집일시,모바일단축번호,도시코드,도시명,관리도시명,주소
0,CAB214010094,노와4리(1반),36.94880627,127.08778741,20221012050102.0,10094.0,34010.0,천안시,천안,"노와길, 성환읍, 서북구, 천안시, 충청남도, 18001, 대한민국"
1,CAB214015763,노와2리,36.95131105,127.0942881,20221012050102.0,15763.0,34010.0,천안시,천안,"노와길, 성환읍, 서북구, 천안시, 충청남도, 18001, 대한민국"
2,CAB285000038,안궁5리,36.96443966,127.11952574,20221012050102.0,38.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
3,CAB285000039,안궁5리(문화촌),36.96399296,127.12005408,20221012050102.0,39.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
4,CAB285000040,안궁3리(가룡),36.9619402,127.1254315,20221012050102.0,40.0,34010.0,천안시,천안,"성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
5,CAB285000041,안궁4리(신안동),36.95669627,127.12954907,20221012050102.0,42.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
6,CAB285000042,안궁3리,36.9619677,127.1255887,20221012050102.0,41.0,34010.0,천안시,천안,"성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
7,CAB285000043,안궁리,36.95571297,127.13013908,20221012050102.0,43.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
8,CAB285000044,대홍5리,36.9480054,127.1325609,20221012050102.0,44.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
9,CAB285000045,대홍5리 홍천,36.94933632,127.13231908,20221012050102.0,45.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
10,CAB285000046,대홍5리,36.94633466,127.13288074,20221012050102.0,46.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
11,CAB285000047,대홍5리,36.94615489,127.13331579,20221012050102.0,47.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
12,CAB285000050,대홍1리(대정),36.93843296,127.13435907,20221012050102.0,50.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31003, 대한민국"
13,CAB285000051,대홍4리(갯방죽),36.93176964,127.13410908,20221012050102.0,51.0,34010.0,천안시,천안,"성환22길, 성환읍, 서북구, 천안시, 충청남도, 31013, 대한민국"
14,CAB285000052,대홍4리(갯방죽),36.93229797,127.1344624,20221012050102.0,52.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
15,CAB285000053,희성폴리머,36.92925798,127.13425574,20221012050102.0,53.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
16,CAB285000054,희성폴리머,36.92884631,127.13404741,20221012050102.0,54.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
17,CAB285000055,장로교회,36.92347629,127.1346624,20221012050102.0,55.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
18,CAB285000056,장로교회,36.92336465,127.1344274,20221012050102.0,56.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
19,CAB285000057,대홍리,36.9487585,127.1341577,20221012050102.0,57.0,34010.0,천안시,천안,"연암로, 성환읍, 서북구, 천안시, 충청남도, 31005, 대한민국"
20,CAB285000058,수향1리(지족향),36.94976127,127.14174407,20221012050102.0,58.0,34010.0,천안시,천안,"연암로, 성환읍, 서북구, 천안시, 충청남도, 31005, 대한민국"
21,CAB285000059,수향2리(무내),36.94627127,127.14962074,20221012050102.0,59.0,34010.0,천안시,천안,"무내1길, 성환읍, 서북구, 천안시, 충청남도, 31005, 대한민국"
22,CAB285000060,수향2리,36.94339467,127.15063682,20221012050102.0,60.0,34010.0,천안시,천안,"무내2길, 성환읍, 서북구, 천안시, 충청남도, 31005, 대한민국"
23,CAB285000061,수향3리,36.9420418,127.1564822,20221012050102.0,61.0,34010.0,천안시,천안,"연암로, 성환읍, 서북구, 천안시, 충청남도, 31005, 대한민국"
24,CAB285000062,천안연암대학교,36.9440399,127.1585228,20221012050102.0,62.0,34010.0,천안시,천안,"연암대학교, 313, 연암로, 성환읍, 서북구, 천안시, 충청남도, 31005, 대한민국"
25,CAB285000063,도하3리,36.94592493,127.16187285,20221012050102.0,63.0,34010.0,천안시,천안,"연암대학교, 313, 연암로, 성환읍, 서북구, 천안시, 충청남도, 31005, 대한민국"
26,CAB285000064,도하1리(도감말),36.94769411,127.16403137,20221012050102.0,64.0,34010.0,천안시,천안,"연암로, 성환읍, 서북구, 천안시, 충청남도, 31005, 대한민국"
27,CAB285000065,양령리,36.95448794,127.17808574,20221012050102.0,65.0,34010.0,천안시,천안,"연암로, 입장면, 서북구, 천안시, 충청남도, 17602, 대한민국"
28,CAB285000066,산정1리(산우물),36.9407913,127.1792908,20221012050102.0,66.0,34010.0,천안시,천안,"용정도하길, 입장면, 서북구, 천안시, 충청남도, 31005, 대한민국"
29,CAB285000067,흑암리,36.9379979,127.1830734,20221012050102.0,67.0,34010.0,천안시,천안,"용정도하길, 입장면, 서북구, 천안시, 충청남도, 31005, 대한민국"
30,CAB285000068,가산1리(토산),36.9347908,127.1889787,20221012050102.0,68.0,34010.0,천안시,천안,"용정도하길, 입장면, 서북구, 천안시, 충청남도, 31041, 대한민국"
31,CAB285000069,용정1리(강당),36.925789,127.1886594,20221012050102.0,69.0,34010.0,천안시,천안,"입장면, 서북구, 천안시, 충청남도, 31027, 대한민국"
32,CAB285000070,용정2리,36.9217472,127.1925684,20221012050102.0,70.0,34010.0,천안시,천안,"섶머리1길, 입장면, 서북구, 천안시, 충청남도, 31027, 대한민국"
33,CAB285000071,신두1리,36.91665547,127.2022187,20221012050102.0,71.0,34010.0,천안시,천안,"섶머리1길, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
34,CAB285000072,연곡2리 갈산지,36.94881355,127.19691889,20221012050102.0,72.0,34010.0,천안시,천안,"연곡길, 입장면, 서북구, 천안시, 충청남도, 17602, 대한민국"
35,CAB285000073,연곡1리,36.95478797,127.18607575,20221012050102.0,73.0,34010.0,천안시,천안,"연곡길, 입장면, 서북구, 천안시, 충청남도, 17602, 대한민국"
36,CAB285000077,성환8리,36.92149462,127.12276741,20221012050102.0,77.0,34010.0,천안시,천안,"신방로, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
37,CAB285000078,송덕,36.92381631,127.11897741,20221012050102.0,78.0,34010.0,천안시,천안,"신방로, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
38,CAB285000079,국립축산과학원입구,36.9257942,127.1120326,20221012050102.0,79.0,34010.0,천안시,천안,"삼사로, 성환읍, 서북구, 천안시, 충청남도, 31008, 대한민국"
39,CAB285000080,국립축산과학원입구,36.9256904,127.1119714,20221012050102.0,80.0,34010.0,천안시,천안,"신방로, 성환읍, 서북구, 천안시, 충청남도, 31000, 대한민국"
40,CAB285000082,기린빌라,36.92652779,127.11754706,20221012050102.0,82.0,34010.0,천안시,천안,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
41,CAB285000083,우신1리(경로당),36.92953195,127.11702939,20221012050102.0,83.0,34010.0,천안시,천안,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
42,CAB285000084,우신1리,36.93665425,127.11664813,20221012050102.0,84.0,34010.0,천안시,천안,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
43,CAB285000085,어룡리,36.94206623,127.11828148,20221012050102.0,85.0,34010.0,천안시,천안,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
44,CAB285000086,복모리,36.94768716,127.11909015,20221012050102.0,86.0,34010.0,천안시,천안,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31002, 대한민국"
45,CAB285000087,복모리,36.94797129,127.11920241,20221012050102.0,87.0,34010.0,천안시,천안,"복모2길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
46,CAB285000088,신가1리(신흥),36.95015298,127.11554408,20221012050102.0,88.0,34010.0,천안시,천안,"성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
47,CAB285000089,신가초등학교,36.9502912,127.1156744,20221012050102.0,89.0,34010.0,천안시,천안,"성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
48,CAB285000090,와룡2리(농촌),36.95704461,127.10546408,20221012050102.0,90.0,34010.0,천안시,천안,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
49,CAB285000091,와룡2리,36.95693833,127.10525111,20221012050102.0,91.0,34010.0,천안시,천안,"와우1길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
50,CAB285000092,와룡3리(북농촌),36.95777627,127.10248241,20221012050102.0,92.0,34010.0,천안시,천안,"와우1길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
51,CAB285000093,와룡종점,36.95795143,127.10230978,20221012050102.0,93.0,34010.0,천안시,천안,"와룡길, 성환읍, 서북구, 천안시, 충청남도, 31001, 대한민국"
52,CAB285000095,성환터미널,36.91729105,127.13273868,20221012050102.0,95.0,34010.0,천안시,천안,"성환초등학교, 37, 성환12길, 성환읍, 서북구, 천안시, 충청남도, 31015, 대한민국"
53,CAB285000096,성신초등학교,36.91765545,127.12786019,20221012050102.0,96.0,34010.0,천안시,천안,"성신초등학교, 성환1로, 성환읍, 서북구, 천안시, 충청남도, 31014, 대한민국"
54,CAB285000097,성신초등학교,36.91718145,127.12806818,20221012050102.0,97.0,34010.0,천안시,천안,"성환1로, 성환읍, 서북구, 천안시, 충청남도, 31014, 대한민국"
55,CAB285000098,성환역,36.91571532,127.12797942,20221012050102.0,98.0,34010.0,천안시,천안,"성환1로, 성환읍, 서북구, 천안시, 충청남도, 31014, 대한민국"
56,CAB285000099,삼풍아파트,36.91246987,127.13091126,20221012050102.0,99.0,34010.0,천안시,천안,"한국통신, 성환2로, 성환읍, 서북구, 천안시, 충청남도, 31017, 대한민국"
57,CAB285000100,매주4리(삼천리앞),36.91104545,127.12539193,20221012050102.0,100.0,34010.0,천안시,천안,"매주4리, 연암율금로, 성환읍, 서북구, 천안시, 충청남도, 31017, 대한민국"
58,CAB285000101,율금교,36.9072541,127.1181568,20221012050102.0,101.0,34010.0,천안시,천안,"율금교, 율금7길, 성환읍, 서북구, 천안시, 충청남도, 31019, 대한민국"
59,CAB285000102,율금교,36.9073104,127.1179859,20221012050102.0,102.0,34010.0,천안시,천안,"연암율금로, 성환읍, 서북구, 천안시, 충청남도, 31009, 대한민국"
60,CAB285000103,율금리,36.9054039,127.1146526,20221012050102.0,103.0,34010.0,천안시,천안,"성환읍, 서북구, 천안시, 충청남도, 31009, 대한민국"
61,CAB285000104,율금리,36.9054246,127.114667,20221012050102.0,104.0,34010.0,천안시,천안,"성환읍, 서북구, 천안시, 충청남도, 31009, 대한민국"
62,CAB285000105,대명아파트,36.89635579,127.10295501,20221012050102.0,105.0,34010.0,천안시,천안,"연암율금로, 직산읍, 서북구, 천안시, 충청남도, 31414, 대한민국"
63,CAB285000106,석곡리,36.89234131,127.09598741,20221012050102.0,106.0,34010.0,천안시,천안,"율금1길, 성환읍, 서북구, 천안시, 충청남도, 31009, 대한민국"
64,CAB285000107,석곡리(돌실),36.88882664,127.0909807,20221012050102.0,107.0,34010.0,천안시,천안,"연암율금로, 직산읍, 서북구, 천안시, 충청남도, 31414, 대한민국"
65,CAB285000108,석곡리(돌실),36.88887799,127.09073889,20221012050102.0,108.0,34010.0,천안시,천안,"연암율금로, 직산읍, 서북구, 천안시, 충청남도, 31414, 대한민국"
66,CAB285000120,한라아파트,36.82160531,127.08648912,20221012050102.0,120.0,34010.0,천안시,천안,"탕정면로, 동산리, 아산시, 충청남도, 31458, 대한민국"
67,CAB285000122,동덕초등학교,36.8193662,127.0841963,20221012050102.0,122.0,34010.0,천안시,천안,"동덕초등학교, 381, 탕정면로, 동산리, 아산시, 충청남도, 31458, 대한민국"
68,CAB285000142,성월1리,36.9208455,127.1366208,20221012050102.0,2359.0,34010.0,천안시,천안,"성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
69,CAB285000143,성월1리,36.9207647,127.1367054,20221012050102.0,2338.0,34010.0,천안시,천안,"성월수향길, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
70,CAB285000144,학정리,36.9334592,127.1448536,20221012050102.0,2336.0,34010.0,천안시,천안,"성월수향길, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
71,CAB285000145,학정리,36.9333874,127.144955,20221012050102.0,2337.0,34010.0,천안시,천안,"성월수향길, 성환읍, 서북구, 천안시, 충청남도, 31022, 대한민국"
72,CAB285000149,산동2리,36.8332041,127.0974296,20221012050102.0,1084.0,34010.0,천안시,천안,"산동안길, 산동리, 아산시, 충청남도, 31458, 대한민국"
73,CAB285000151,불당대원아파트,36.80478071,127.1167191,20221012050102.0,1511.0,34010.0,천안시,천안,"불당대원A, 봉서산로, 불당동, 쌍용3동, 서북구, 천안시, 충청남도, 31164, 대한민국"
74,CAB285000165,쌍용동일하이빌,36.7848047,127.1132825,20221012050102.0,165.0,34010.0,천안시,천안,"쌍용동일하이빌, 충무로, 동남구, 천안시, 충청남도, 31472, 대한민국"
75,CAB285000169,남관2리,36.7558392,127.11771319,20221012050102.0,169.0,34010.0,천안시,천안,"잔다리길, 동남구, 천안시, 충청남도, 31474, 대한민국"
76,CAB285000170,남관리(농협),36.7535792,127.1273185,20221012050102.0,170.0,34010.0,천안시,천안,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
77,CAB285000171,남관리,36.7552164,127.12744058,20221012050102.0,171.0,34010.0,천안시,천안,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
78,CAB285000172,동양철관,36.7590163,127.12797741,20221012050102.0,172.0,34010.0,천안시,천안,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
79,CAB285000173,통세골,36.7680182,127.1319861,20221012050102.0,173.0,34010.0,천안시,천안,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
80,CAB285000174,통세골,36.7681009,127.1324855,20221012050102.0,174.0,34010.0,천안시,천안,"풍세로, 동남구, 천안시, 충청남도, 31207, 대한민국"
81,CAB285000175,가송3리,36.72990463,127.14414407,20221012050102.0,175.0,34010.0,천안시,천안,"송정1길, 동남구, 천안시, 충청남도, 31216, 대한민국"
82,CAB285000176,가송2리,36.73481962,127.14359407,20221012050102.0,176.0,34010.0,천안시,천안,"송정2길, 동남구, 천안시, 충청남도, 31216, 대한민국"
83,CAB285000177,가송리,36.7351712,127.1435414,20221012050102.0,177.0,34010.0,천안시,천안,"가송교, 동남구, 천안시, 충청남도, 31215, 대한민국"
84,CAB285000178,두남리,36.74163127,127.1391224,20221012050102.0,178.0,34010.0,천안시,천안,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
85,CAB285000179,두남리,36.74551628,127.13519741,20221012050102.0,179.0,34010.0,천안시,천안,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
86,CAB285000180,용정리,36.7450786,127.1260031,20221012050102.0,180.0,34010.0,천안시,천안,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
87,CAB285000181,용정리,36.74278464,127.12584241,20221012050102.0,181.0,34010.0,천안시,천안,"용두3길, 동남구, 천안시, 충청남도, 31216, 대한민국"
88,CAB285000182,용정리,36.74234925,127.12555675,20221012050102.0,182.0,34010.0,천안시,천안,"용두3길, 동남구, 천안시, 충청남도, 31216, 대한민국"
89,CAB285000183,보성1리,36.73401969,127.12303036,20221012050102.0,183.0,34010.0,천안시,천안,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
90,CAB285000184,보성1리,36.73402222,127.1228429,20221012050102.0,184.0,34010.0,천안시,천안,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
91,CAB285000185,용정2리(대정),36.73928792,127.11270284,20221012050102.0,185.0,34010.0,천안시,천안,"141-1, 태학산로, 동남구, 천안시, 충청남도, 31214, 대한민국"
92,CAB285000186,용정1리,36.74539246,127.10033544,20221012050102.0,186.0,34010.0,천안시,천안,"용정초등학교, 8-7, 태학산로, 동남구, 천안시, 충청남도, 31214, 대한민국"
93,CAB285000187,학계마을,36.74004798,127.09265574,20221012050102.0,187.0,34010.0,천안시,천안,"태학산로, 동남구, 천안시, 충청남도, 31217, 대한민국"
94,CAB285000188,학계마을,36.7394652,127.09204298,20221012050102.0,188.0,34010.0,천안시,천안,"태학산1길, 동남구, 천안시, 충청남도, 31214, 대한민국"
95,CAB285000189,원당,36.73697797,127.08950908,20221012050102.0,189.0,34010.0,천안시,천안,"태학산로, 동남구, 천안시, 충청남도, 31217, 대한민국"
96,CAB285000190,삼태리(종점),36.73625855,127.08426487,20221012050102.0,190.0,34010.0,천안시,천안,"태학산로, 동남구, 천안시, 충청남도, 31217, 대한민국"
97,CAB285000191,삼부연립,36.7281249,127.12043235,20221012050102.0,191.0,34010.0,천안시,천안,"155, 풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
98,CAB285000192,보성리,36.72772154,127.11965838,20221012050102.0,192.0,34010.0,천안시,천안,"23, 풍세2길, 동남구, 천안시, 충청남도, 31217, 대한민국"
99,CAB285000194,풍세면복지회관,36.7210613,127.12009109,20221012050102.0,194.0,34010.0,천안시,천안,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
100,CAB285000195,풍세면행정복지센터,36.7227206,127.1198651,20221012050102.0,195.0,34010.0,천안시,천안,"풍세로, 동남구, 천안시, 충청남도, 31217, 대한민국"
101,CAB285000196,광풍중학교,36.71443687,127.11754318,20221012050102.0,196.0,34010.0,천안시,천안,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
102,CAB285000197,매당3리,36.71064748,127.11431478,20221012050102.0,197.0,34010.0,천안시,천안,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
103,CAB285000198,매당3리,36.70927628,127.11344408,20221012050102.0,198.0,34010.0,천안시,천안,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
104,CAB285000199,대덕1리,36.69567818,127.09288317,20221012050102.0,199.0,34010.0,천안시,천안,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
105,CAB285000200,보산원4리,36.68834465,127.08538407,20221012050102.0,200.0,34010.0,천안시,천안,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
106,CAB285000201,보산원1리,36.69081295,127.07479408,20221012050102.0,201.0,34010.0,천안시,천안,"보산원로, 동남구, 천안시, 충청남도, 31499, 대한민국"
107,CAB285000202,보산원1리,36.690949,127.0748715,20221012050102.0,202.0,34010.0,천안시,천안,"보산원로, 동남구, 천안시, 충청남도, 31499, 대한민국"
108,CAB285000203,매당4리,36.70667397,127.1107491,20221012050102.0,203.0,34010.0,천안시,천안,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국"
109,CAB285000204,보산원3리,36.69765633,127.07172241,20221012050102.0,204.0,34010.0,천안시,천안,"보산원로, 동남구, 천안시, 충청남도, 31499, 대한민국"
110,CAB285000205,보산원,36.7021942,127.0708744,20221012050102.0,205.0,34010.0,천안시,천안,"안넙티길, 동남구, 천안시, 충청남도, 31499, 대한민국"
111,CAB285000206,보산원2리(외보),36.68702256,127.07848108,20221012050102.0,206.0,34010.0,천안시,천안,"보산원1길, 동남구, 천안시, 충청남도, 31220, 대한민국"
112,CAB285000208,광덕3구경로당,36.67752309,127.05866208,20221012050102.0,208.0,34010.0,천안시,천안,"광풍로, 동남구, 천안시, 충청남도, 31220, 대한민국"
113,CAB285000209,광덕3구경로당,36.67768295,127.05870741,20221012050102.0,209.0,34010.0,천안시,천안,"광풍로, 동남구, 천안시, 충청남도, 31220, 대한민국"
114,CAB285000210,광덕산휴게소,36.67269108,127.05097178,20221012050102.0,210.0,34010.0,천안시,천안,"광풍로, 동남구, 천안시, 충청남도, 31220, 대한민국"
115,CAB285000211,광덕1리,36.6723311,127.04557917,20221012050102.0,211.0,34010.0,천안시,천안,"해수길, 동남구, 천안시, 충청남도, 31220, 대한민국"
116,CAB285000212,광덕사(종점),36.67324894,127.04268716,20221012050102.0,212.0,34010.0,천안시,천안,"해수길, 동남구, 천안시, 충청남도, 31220, 대한민국"
117,CAB285000214,광덕3리(은골),36.67847642,127.06175366,20221012050102.0,214.0,34010.0,천안시,천안,"광풍로, 동남구, 천안시, 충청남도, 31220, 대한민국"
118,CAB285000215,보산원초등학교,36.68460796,127.07576241,20221012050102.0,215.0,34010.0,천안시,천안,"보산원초등학교, 보산원2길, 동남구, 천안시, 충청남도, 31220, 대한민국"
119,CAB285000216,지장2리,36.67915892,127.07654497,20221012050102.0,216.0,34010.0,천안시,천안,"지장길, 동남구, 천안시, 충청남도, 31220, 대한민국"
120,CAB285000217,지장리,36.6587895,127.0776767,20221012050102.0,217.0,34010.0,천안시,천안,"지장길, 동남구, 천안시, 충청남도, 32509, 대한민국"
121,CAB285000218,석지골,36.6503742,127.0859391,20221012050102.0,218.0,34010.0,천안시,천안,"지장길, 동남구, 천안시, 충청남도, 32509, 대한민국"
122,CAB285000219,대덕2리,36.69638017,127.09909331,20221012050102.0,219.0,34010.0,천안시,천안,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
123,CAB285000220,대덕2리,36.69645745,127.09923484,20221012050102.0,220.0,34010.0,천안시,천안,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
124,CAB285000221,신흥1리,36.69628172,127.10261007,20221012050102.0,221.0,34010.0,천안시,천안,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
125,CAB285000222,신흥1리,36.69643568,127.10236358,20221012050102.0,222.0,34010.0,천안시,천안,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
126,CAB285000223,광덕면행정복지센터,36.70137727,127.11215425,20221012050102.0,223.0,34010.0,천안시,천안,"신흥리1길, 동남구, 천안시, 충청남도, 31221, 대한민국"
127,CAB285000224,무학리,36.6953133,127.123102,20221012050102.0,224.0,34010.0,천안시,천안,"광덕로, 동남구, 천안시, 충청남도, 31221, 대한민국"
128,CAB285000225,무학리,36.6951952,127.12281205,20221012050102.0,225.0,34010.0,천안시,천안,"광덕로, 동남구, 천안시, 충청남도, 31221, 대한민국"
129,CAB285000226,무학1리(저우실),36.6914755,127.1296636,20221012050102.0,226.0,34010.0,천안시,천안,"광덕로, 동남구, 천안시, 충청남도, 31223, 대한민국"
130,CAB285000227,신덕리,36.68895964,127.13384908,20221012050102.0,227.0,34010.0,천안시,천안,"광덕로, 동남구, 천안시, 충청남도, 31223, 대한민국"
131,CAB285000228,대평1리(대평원),36.68497297,127.15745574,20221012050102.0,228.0,34010.0,천안시,천안,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
132,CAB285000229,대평2리,36.67414575,127.14595492,20221012050102.0,229.0,34010.0,천안시,천안,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
133,CAB285000230,대평2리,36.6704363,127.13934574,20221012050102.0,230.0,34010.0,천안시,천안,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
134,CAB285000231,원덕1리(원터),36.66029244,127.14009829,20221012050102.0,231.0,34010.0,천안시,천안,"동남구, 천안시, 충청남도, 31223, 대한민국"
135,CAB285000232,원덕2리,36.65670669,127.13503338,20221012050102.0,232.0,34010.0,천안시,천안,"동남구, 천안시, 충청남도, 30007, 대한민국"
136,CAB285000233,원덕2리(밤나무골),36.6607495,127.1245697,20221012050102.0,233.0,34010.0,천안시,천안,"차령고개로, 동남구, 공주시, 충청남도, 32512, 대한민국"
137,CAB285000235,사현2리,36.6334671,127.1235332,20221012050102.0,235.0,34010.0,천안시,천안,"차령고개로, 인풍리, 공주시, 충청남도, 32512, 대한민국"
138,CAB285000237,광정,36.6121017,127.1218446,20221012050102.0,237.0,34010.0,천안시,천안,"광정교, 광정리, 공주시, 충청남도, 32512, 대한민국"
139,CAB285000238,행정리,36.6884835,127.1573738,20221012050102.0,238.0,34010.0,천안시,천안,"차령고개로, 동남구, 천안시, 충청남도, 31223, 대한민국"
140,CAB285000255,풍서4리(호정),36.7210427,127.1323973,20221012050102.0,255.0,34010.0,천안시,천안,"가송로, 동남구, 천안시, 충청남도, 31216, 대한민국"
141,CAB285000266,소정리,36.7247114,127.1579946,20221012050102.0,266.0,34010.0,천안시,천안,"소정면, 세종, 30001, 대한민국"
142,CAB285000270,소사리,36.73509962,127.17180741,20221012050102.0,270.0,34010.0,천안시,천안,"학수소사길, 동남구, 천안시, 충청남도, 30001, 대한민국"
143,CAB285000271,영흥산업,36.73791311,127.17219813,20221012050102.0,271.0,34010.0,천안시,천안,"학수소사길, 동남구, 천안시, 충청남도, 31225, 대한민국"
144,CAB285000272,영흥산업,36.73805241,127.1719707,20221012050102.0,272.0,34010.0,천안시,천안,"학수소사길, 동남구, 천안시, 충청남도, 31225, 대한민국"
145,CAB285000273,대우자동차앞,36.7447854,127.16367215,20221012050102.0,273.0,34010.0,천안시,천안,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
146,CAB285000274,미죽2리마을회관,36.74353242,127.15883165,20221012050102.0,274.0,34010.0,천안시,천안,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
147,CAB285000275,미죽리,36.7386907,127.1515135,20221012050102.0,275.0,34010.0,천안시,천안,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
148,CAB285000276,대우자동차앞,36.7448411,127.16437343,20221012050102.0,276.0,34010.0,천안시,천안,"미죽로, 동남구, 천안시, 충청남도, 31215, 대한민국"
149,CAB285000277,도장1리,36.75107588,127.1874264,20221012050102.0,277.0,34010.0,천안시,천안,"도장로, 동남구, 천안시, 충청남도, 31225, 대한민국"
150,CAB285000278,도장리,36.7470746,127.1798119,20221012050102.0,278.0,34010.0,천안시,천안,"도장초등학교, 73, 도장1길, 동남구, 천안시, 충청남도, 31225, 대한민국"
151,CAB285000279,도장리,36.74560129,127.17070741,20221012050102.0,279.0,34010.0,천안시,천안,"세종로, 동남구, 천안시, 충청남도, 31225, 대한민국"
152,CAB285000280,삼성리,36.7536301,127.17124127,20221012050102.0,280.0,34010.0,천안시,천안,"도전마을길, 동남구, 천안시, 충청남도, 31226, 대한민국"
153,CAB285000281,삼성리,36.75471466,127.17098241,20221012050102.0,281.0,34010.0,천안시,천안,"천안대로, 동남구, 천안시, 충청남도, 31226, 대한민국"
154,CAB285000282,삼성1리,36.75852631,127.17140574,20221012050102.0,282.0,34010.0,천안시,천안,"천안대로, 동남구, 천안시, 충청남도, 31226, 대한민국"
155,CAB285000283,도리티고개,36.76701127,127.16644741,20221012050102.0,283.0,34010.0,천안시,천안,"천안대로, 동남구, 천안시, 충청남도, 31212, 대한민국"
156,CAB285000284,선문대(천안),36.7730421,127.1646065,20221012050102.0,284.0,34010.0,천안시,천안,"선문대학교 천안캠퍼스, 277, 천안대로, 동남구, 천안시, 충청남도, 31212, 대한민국"
157,CAB285000285,선문대(천안),36.77294961,127.16492241,20221012050102.0,285.0,34010.0,천안시,천안,"선문대학교 천안캠퍼스, 277, 천안대로, 동남구, 천안시, 충청남도, 31212, 대한민국"
