,정류장번호,정류장명,위도,경도,정보수집일시,모바일단축번호,도시코드,도시명,관리도시명,주소
372,CAB285000523,동평1리,36.77430796,127.23511074,20221012050102.0,523.0,34010.0,천안시,천안,"삼방로, 동남구, 천안시, 충청남도, 31231, 대한민국"
373,CAB285000524,목천IC,36.77051463,127.23300074,20221012050102.0,524.0,34010.0,천안시,천안,"삼방로, 동남구, 천안시, 충청남도, 31231, 대한민국"
374,CAB285000525,목천IC,36.77032796,127.23316574,20221012050102.0,525.0,34010.0,천안시,천안,"목천IC, 삼방로, 동남구, 천안시, 충청남도, 31231, 대한민국"
375,CAB285000526,직산역입구,36.87152298,127.14784407,20221012050102.0,527.0,34010.0,천안시,천안,"직산읍, 서북구, 천안시, 충청남도, 31050, 대한민국"
376,CAB285000527,직산역입구,36.87085795,127.14828574,20221012050102.0,526.0,34010.0,천안시,천안,"천안대로, 신당동, 성거읍, 서북구, 천안시, 충청남도, 31050, 대한민국"
377,CAB285000528,직산사거리,36.87592133,127.14654908,20221012050102.0,528.0,34010.0,천안시,천안,"천안대로, 직산읍, 서북구, 천안시, 충청남도, 31050, 대한민국"
378,CAB285000529,직산사거리,36.877409,127.146589,20221012050102.0,529.0,34010.0,천안시,천안,"천안대로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국"
379,CAB285000530,직산읍행정복지센터,36.87710178,127.14963311,20221012050102.0,530.0,34010.0,천안시,천안,"봉주로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국"
380,CAB285000531,서북구청,36.87742966,127.15347574,20221012050102.0,531.0,34010.0,천안시,천안,"아이티컴퓨터, 충남 천안시 서북구 직산읍 삼은리 414, 봉주로, 직산읍, 서북구, 천안시, 충청남도, 31037, 대한민국"
381,CAB285000532,서북구청,36.87731752,127.15435487,20221012050102.0,532.0,34010.0,천안시,천안,"봉주로, 성거읍, 서북구, 천안시, 충청남도, 31049, 대한민국"
382,CAB285000533,벽산아파트,36.87787275,127.15790269,20221012050102.0,533.0,34010.0,천안시,천안,"봉주로, 성거읍, 서북구, 천안시, 충청남도, 31049, 대한민국"
383,CAB285000534,삼환나우빌,36.87770794,127.15817574,20221012050102.0,534.0,34010.0,천안시,천안,"봉주로, 성거읍, 서북구, 천안시, 충청남도, 31049, 대한민국"
384,CAB285000535,성환부영아파트,36.90360912,127.1360201,20221012050102.0,535.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
385,CAB285000536,성환부영아파트,36.90330791,127.13581452,20221012050102.0,536.0,34010.0,천안시,천안,"천안대로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
386,CAB285000537,중앙아파트,36.91143577,127.13099534,20221012050102.0,537.0,34010.0,천안시,천안,"중앙아파트, 연암율금로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
387,CAB285000538,삼풍아파트,36.91157628,127.13099408,20221012050102.0,538.0,34010.0,천안시,천안,"중앙아파트, 연암율금로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
388,CAB285000539,매주1리,36.90985781,127.12918676,20221012050102.0,539.0,34010.0,천안시,천안,"성환2로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
389,CAB285000540,매주리혜성아파트,36.90849844,127.12901973,20221012050102.0,540.0,34010.0,천안시,천안,"성환2로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
390,CAB285000541,동성중학교,36.90669627,127.12851074,20221012050102.0,541.0,34010.0,천안시,천안,"천안동성중학교, 138, 성환1로, 성환읍, 서북구, 천안시, 충청남도, 31019, 대한민국"
391,CAB285000543,남서울대학교,36.91168497,127.14283094,20221012050102.0,543.0,34010.0,천안시,천안,"성진로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
392,CAB285000544,남서울대학교,36.91186903,127.14209984,20221012050102.0,544.0,34010.0,천안시,천안,"성진로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
393,CAB285000545,남서울대학교 주차장,36.9105701,127.1426169,20221012050102.0,545.0,34010.0,천안시,천안,"버스주차장, 성진로, 성환읍, 서북구, 천안시, 충청남도, 31018, 대한민국"
394,CAB285000546,군동1리공장입구,36.90939215,127.15333049,20221012050102.0,546.0,34010.0,천안시,천안,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31023, 대한민국"
395,CAB285000547,군동1리마을입구,36.90515272,127.16477839,20221012050102.0,547.0,34010.0,천안시,천안,"군동1리마을입구, 성진로, 직산읍, 서북구, 천안시, 충청남도, 31023, 대한민국"
396,CAB285000548,판정2리(산직촌),36.90905464,127.17222241,20221012050102.0,548.0,34010.0,천안시,천안,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31023, 대한민국"
397,CAB285000549,판정2리(산직촌),36.90924218,127.17279646,20221012050102.0,549.0,34010.0,천안시,천안,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31023, 대한민국"
398,CAB285000550,등대의집,36.91064963,127.17733407,20221012050102.0,550.0,34010.0,천안시,천안,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31023, 대한민국"
399,CAB285000551,판정1리,36.91079293,127.18197741,20221012050102.0,551.0,34010.0,천안시,천안,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31041, 대한민국"
400,CAB285000552,판정리,36.9106586,127.18544113,20221012050102.0,552.0,34010.0,천안시,천안,"직산읍, 서북구, 천안시, 충청남도, 31041, 대한민국"
401,CAB285000554,모전리,36.9009099,127.1942346,20221012050102.0,554.0,34010.0,천안시,천안,"모전1길, 성거읍, 서북구, 천안시, 충청남도, 31041, 대한민국"
402,CAB285000555,여송산업,36.89225293,127.19499074,20221012050102.0,555.0,34010.0,천안시,천안,"모전1길, 성거읍, 서북구, 천안시, 충청남도, 31041, 대한민국"
403,CAB285000556,정촌리,36.88665679,127.19304216,20221012050102.0,556.0,34010.0,천안시,천안,"정촌리, 모전1길, 성거읍, 서북구, 천안시, 충청남도, 31041, 대한민국"
404,CAB285000557,문덕리,36.87907131,127.18099241,20221012050102.0,557.0,34010.0,천안시,천안,"봉주로, 성거읍, 서북구, 천안시, 충청남도, 31047, 대한민국"
405,CAB285000558,성거하늘빛아파트,36.87722964,127.18188476,20221012050102.0,558.0,34010.0,천안시,천안,"문성1길, 성거읍, 서북구, 천안시, 충청남도, 31047, 대한민국"
406,CAB285000559,거봉주유소,36.8777821,127.1872722,20221012050102.0,559.0,34010.0,천안시,천안,"석문길, 성거읍, 서북구, 천안시, 충청남도, 31053, 대한민국"
407,CAB285000560,남창마을,36.86574295,127.19404074,20221012050102.0,560.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
408,CAB285000561,남창마을,36.86587799,127.19450907,20221012050102.0,561.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
409,CAB285000562,충남예술고등학교,36.86934631,127.19891575,20221012050102.0,562.0,34010.0,천안시,천안,"성거길, 성거읍, 서북구, 천안시, 충청남도, 31046, 대한민국"
410,CAB285000563,충남예술고등학교,36.8692463,127.19904907,20221012050102.0,563.0,34010.0,천안시,천안,"성거길, 성거읍, 서북구, 천안시, 충청남도, 31046, 대한민국"
411,CAB285000564,성거초등학교,36.8709392,127.20000178,20221012050102.0,564.0,34010.0,천안시,천안,"천흥교, 성거읍, 서북구, 천안시, 충청남도, 31046, 대한민국"
412,CAB285000565,삼일아파트,36.87435965,127.20176407,20221012050102.0,565.0,34010.0,천안시,천안,"삼일아파트, 성거길, 성거읍, 서북구, 천안시, 충청남도, 31046, 대한민국"
413,CAB285000566,아느칸빌아파트,36.88042127,127.20590574,20221012050102.0,566.0,34010.0,천안시,천안,"181-1, 성거길, 성거읍, 서북구, 천안시, 충청남도, 31045, 대한민국"
414,CAB285000567,아느칸빌아파트,36.88053864,127.20581261,20221012050102.0,567.0,34010.0,천안시,천안,"181-1, 성거길, 성거읍, 서북구, 천안시, 충청남도, 31045, 대한민국"
415,CAB285000568,천흥공단,36.88340296,127.20664075,20221012050102.0,568.0,34010.0,천안시,천안,"성거길, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
416,CAB285000569,청호포도마을아파트,36.88622874,127.20667823,20221012050102.0,569.0,34010.0,천안시,천안,"성거길, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
417,CAB285000570,청호포도마을아파트,36.88660629,127.20661408,20221012050102.0,570.0,34010.0,천안시,천안,"성거길, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
418,CAB285000571,오목리,36.88888627,127.20827241,20221012050102.0,571.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
419,CAB285000572,시장2리,36.90007294,127.2172124,20221012050102.0,572.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31043, 대한민국"
420,CAB285000573,시장1리,36.8919548,127.2311236,20221012050102.0,573.0,34010.0,천안시,천안,"위례산길, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
421,CAB285000574,시장1리(도장골),36.8919502,127.2310675,20221012050102.0,574.0,34010.0,천안시,천안,"입장면, 서북구, 천안시, 충청남도, 31043, 대한민국"
422,CAB285000575,호당2리(당곡),36.89544463,127.23069741,20221012050102.0,575.0,34010.0,천안시,천안,"위례산길, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
423,CAB285000576,주성레이크빌아파트,36.91026048,127.25027867,20221012050102.0,576.0,34010.0,천안시,천안,"입장면, 서북구, 천안시, 충청남도, 31056, 대한민국"
424,CAB285000578,양대리(양대),36.89797632,127.26106241,20221012050102.0,578.0,34010.0,천안시,천안,"위례성로, 입장면, 서북구, 천안시, 충청남도, 31056, 대한민국"
425,CAB285000579,양대리,36.89566633,127.26286907,20221012050102.0,579.0,34010.0,천안시,천안,"위례성로, 입장면, 서북구, 천안시, 충청남도, 31056, 대한민국"
426,CAB285000580,운용리(종점),36.87035632,127.26794573,20221012050102.0,580.0,34010.0,천안시,천안,"위례성로, 입장면, 동남구, 천안시, 충청남도, 31056, 대한민국"
427,CAB285000581,운용리(군단위),36.8617407,127.2735732,20221012050102.0,581.0,34010.0,천안시,천안,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
428,CAB285000582,납안리(주막거리),36.857591,127.2682625,20221012050102.0,582.0,34010.0,천안시,천안,"위례성로, 동남구, 천안시, 충청남도, 31238, 대한민국"
429,CAB285000583,대평2리(싸리재),36.875337,127.2915619,20221012050102.0,583.0,34010.0,천안시,천안,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
430,CAB285000584,대평1리,36.87146462,127.28479541,20221012050102.0,584.0,34010.0,천안시,천안,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
431,CAB285000585,대평1리,36.87131812,127.28434263,20221012050102.0,585.0,34010.0,천안시,천안,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
432,CAB285000586,대평1리(마을회관),36.86838793,127.2818724,20221012050102.0,586.0,34010.0,천안시,천안,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
433,CAB285000587,운용리(군단위),36.8618624,127.2735504,20221012050102.0,587.0,34010.0,천안시,천안,"대평1길, 동남구, 천안시, 충청남도, 31238, 대한민국"
434,CAB285000588,도림2리(신대),36.91380982,127.24676803,20221012050102.0,588.0,34010.0,천안시,천안,"성진로, 입장면, 서북구, 천안시, 충청남도, 31061, 대한민국"
435,CAB285000589,도림1리(보통거리),36.91506629,127.2595674,20221012050102.0,589.0,34010.0,천안시,천안,"성진로, 입장면, 서북구, 천안시, 충청남도, 31056, 대한민국"
436,CAB285000590,기로1리(기로),36.91139384,127.23825173,20221012050102.0,590.0,34010.0,천안시,천안,"영산홍1길, 입장면, 서북구, 천안시, 충청남도, 31061, 대한민국"
437,CAB285000591,입장,36.91554103,127.22352206,20221012050102.0,591.0,34010.0,천안시,천안,"입장, 성진로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
438,CAB285000592,입장,36.9153177,127.22319224,20221012050102.0,592.0,34010.0,천안시,천안,"성진로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
439,CAB285000593,연합아파트,36.91299961,127.21181574,20221012050102.0,593.0,34010.0,천안시,천안,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
440,CAB285000594,연합아파트,36.91285256,127.21183816,20221012050102.0,594.0,34010.0,천안시,천안,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
441,CAB285000595,거봉포도마을(서원산업),36.91235194,127.20039779,20221012050102.0,595.0,34010.0,천안시,천안,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
442,CAB285000596,거봉포도마을(서원산업),36.91240299,127.19958075,20221012050102.0,596.0,34010.0,천안시,천안,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
443,CAB285000597,모전리(익선원),36.91209966,127.19776575,20221012050102.0,597.0,34010.0,천안시,천안,"성진로, 입장면, 서북구, 천안시, 충청남도, 31054, 대한민국"
444,CAB285000598,유리,36.91874295,127.22332741,20221012050102.0,598.0,34010.0,천안시,천안,"입장, 입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
445,CAB285000599,삼원빌라,36.9207504,127.22376159,20221012050102.0,599.0,34010.0,천안시,천안,"입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
446,CAB285000623,입장양진유통,36.91465331,127.22216316,20221012050102.0,623.0,34010.0,천안시,천안,"연세한의원, 입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
447,CAB285000624,입장면행정복지센터,36.91228605,127.22166088,20221012050102.0,624.0,34010.0,천안시,천안,"입장면 행정복지센터, 129, 입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
448,CAB285000625,초원아파트,36.91216391,127.22145656,20221012050102.0,625.0,34010.0,천안시,천안,"입장면 행정복지센터, 129, 입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
449,CAB285000626,효계리(동계리),36.90889432,127.22056252,20221012050102.0,626.0,34010.0,천안시,천안,"입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
450,CAB285000627,신덕2리,36.90376963,127.21910907,20221012050102.0,627.0,34010.0,천안시,천안,"입장로, 입장면, 서북구, 천안시, 충청남도, 31055, 대한민국"
451,CAB285000628,석교1리(궝말),36.85866796,127.18757408,20221012050102.0,628.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
452,CAB285000629,청구빌라,36.85882462,127.18735574,20221012050102.0,629.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
453,CAB285000630,오성원룸,36.8557213,127.18476575,20221012050102.0,630.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
454,CAB285000631,석교2리,36.85576631,127.18447407,20221012050102.0,631.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
455,CAB285000632,망향의동산,36.85371298,127.18424407,20221012050102.0,632.0,34010.0,천안시,천안,"망향의동산, 망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
456,CAB285000633,망향의동산,36.85363796,127.18399741,20221012050102.0,633.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
457,CAB285000634,성거육영아파트,36.85096628,127.18309075,20221012050102.0,634.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
458,CAB285000635,성거육영아파트,36.8500119,127.1829356,20221012050102.0,635.0,34010.0,천안시,천안,"성거육영아파트, 망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
459,CAB285000636,요방1리입구,36.84907463,127.18182408,20221012050102.0,636.0,34010.0,천안시,천안,"요방1리입구, 망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
460,CAB285000637,오승빌라,36.84674964,127.18059575,20221012050102.0,637.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
461,CAB285000638,요방3리,36.84626129,127.17991407,20221012050102.0,638.0,34010.0,천안시,천안,"망향로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국"
462,CAB285000639,단대병원,36.84147798,127.17506574,20221012050102.0,639.0,34010.0,천안시,천안,"단국대학교병원, 201, 망향로, 성거읍, 동남구, 천안시, 충청남도, 31116, 대한민국"
463,CAB285000640,단대병원,36.8413349,127.1741122,20221012050102.0,640.0,34010.0,천안시,천안,"단국대학교병원, 201, 망향로, 성거읍, 동남구, 천안시, 충청남도, 31116, 대한민국"
464,CAB285000641,단대병원,36.83938797,127.17427241,20221012050102.0,641.0,34010.0,천안시,천안,"망향로, 동남구, 천안시, 충청남도, 31116, 대한민국"
465,CAB285000642,상명대학교,36.8330796,127.17300075,20221012050102.0,642.0,34010.0,천안시,천안,"망향로, 동남구, 천안시, 충청남도, 31116, 대한민국"
466,CAB285000643,천안톨게이트,36.82824318,127.16770155,20221012050102.0,643.0,34010.0,천안시,천안,"망향로, 동남구, 천안시, 충청남도, 31116, 대한민국"
467,CAB285000644,천안톨게이트,36.82835666,127.16761061,20221012050102.0,644.0,34010.0,천안시,천안,"망향로, 동남구, 천안시, 충청남도, 31116, 대한민국"
468,CAB285000646,신부우방아파트,36.82342295,127.15263742,20221012050102.0,646.0,34010.0,천안시,천안,"중앙로, 신부동, 동남구, 천안시, 충청남도, 31117, 대한민국"
469,CAB285000648,신부청광아파트,36.82162686,127.15211514,20221012050102.0,648.0,34010.0,천안시,천안,"중앙로, 성황동, 동남구, 천안시, 충청남도, 31120, 대한민국"
470,CAB285000649,방죽안오거리,36.817435,127.15115249,20221012050102.0,649.0,34010.0,천안시,천안,"방죽안오거리, 대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
471,CAB285000650,방죽안오거리,36.8175776,127.1514936,20221012050102.0,650.0,34010.0,천안시,천안,"대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
472,CAB285000651,복자여자중고등학교,36.815312,127.1502101,20221012050102.0,651.0,34010.0,천안시,천안,"대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
473,CAB285000652,복자여자중고등학교,36.815121,127.1499161,20221012050102.0,652.0,34010.0,천안시,천안,"티스테이션, 14, 성황8길, 성황동, 동남구, 천안시, 충청남도, 31121, 대한민국"
474,CAB285000653,삼도상가,36.8120581,127.1488145,20221012050102.0,653.0,34010.0,천안시,천안,"삼도상가, 대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
475,CAB285000654,삼도상가,36.8116185,127.148923,20221012050102.0,654.0,34010.0,천안시,천안,"삼도상가, 대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
476,CAB285000655,천안역 동부광장,36.8083388,127.147642,20221012050102.0,655.0,34010.0,천안시,천안,"천안역 동부광장, 대흥로, 대흥동, 동남구, 천안시, 충청남도, 31144, 대한민국"
477,CAB285000656,천안역 동부광장,36.8081632,127.1477157,20221012050102.0,656.0,34010.0,천안시,천안,"삼영빌딩, 228, 대흥로, 대흥동, 동남구, 천안시, 충청남도, 31129, 대한민국"
478,CAB285000657,농협 봉명동지점,36.80251918,127.14137501,20221012050102.0,657.0,34010.0,천안시,천안,"94, 차돌로, 봉명동, 동남구, 천안시, 충청남도, 31154, 대한민국"
479,CAB285000658,농협 봉명동지점,36.80266795,127.14114574,20221012050102.0,658.0,34010.0,천안시,천안,"94, 차돌로, 봉명동, 동남구, 천안시, 충청남도, 31154, 대한민국"
480,CAB285000659,온양나드리,36.8033957,127.1459932,20221012050102.0,659.0,34010.0,천안시,천안,"천안지하차도(온양나드리), 대흥동, 동남구, 천안시, 충청남도, 31152, 대한민국"
481,CAB285000660,온양나드리,36.8032386,127.1462215,20221012050102.0,660.0,34010.0,천안시,천안,"대흥로, 사직동, 동남구, 천안시, 충청남도, 31129, 대한민국"
482,CAB285000661,남산중앙시장,36.8005047,127.1487406,20221012050102.0,661.0,34010.0,천안시,천안,"남산중앙시장 주차장, 사직2길, 사직동, 동남구, 천안시, 충청남도, 31130, 대한민국"
483,CAB285000662,천안중앙시장,36.8004711,127.1492519,20221012050102.0,662.0,34010.0,천안시,천안,"대흥로, 사직동, 동남구, 천안시, 충청남도, 31130, 대한민국"
484,CAB285000663,중앙시장,36.8010882,127.15068769,20221012050102.0,663.0,34010.0,천안시,천안,"영성로, 문화동, 동남구, 천안시, 충청남도, 31129, 대한민국"
485,CAB285000664,중앙시장,36.80171789,127.15042684,20221012050102.0,664.0,34010.0,천안시,천안,"43, 영성로, 문화동, 동남구, 천안시, 충청남도, 31129, 대한민국"
486,CAB285000665,천안중앙시장,36.80332398,127.15014598,20221012050102.0,665.0,34010.0,천안시,천안,"영성로, 문화동, 동남구, 천안시, 충청남도, 31129, 대한민국"
487,CAB285000666,오룡우체국,36.80447711,127.15019781,20221012050102.0,666.0,34010.0,천안시,천안,"천안오룡동우체국, 69, 영성로, 문화동, 동남구, 천안시, 충청남도, 31129, 대한민국"
488,CAB285000667,동남구청,36.80727935,127.14979246,20221012050102.0,667.0,34010.0,천안시,천안,"영성로, 문화동, 동남구, 천안시, 충청남도, 31129, 대한민국"
489,CAB285000668,동남구청,36.80710758,127.14994067,20221012050102.0,668.0,34010.0,천안시,천안,"영성로, 문화동, 동남구, 천안시, 충청남도, 31129, 대한민국"
490,CAB285000669,버들육거리,36.8055523,127.1522197,20221012050102.0,669.0,34010.0,천안시,천안,"동리길, 오룡동, 동남구, 천안시, 충청남도, 31131, 대한민국"
491,CAB285000670,버들육거리,36.8054539,127.1524533,20221012050102.0,670.0,34010.0,천안시,천안,"버들9길, 오룡동, 동남구, 천안시, 충청남도, 31131, 대한민국"
492,CAB285000671,청과시장,36.80328294,127.15286073,20221012050102.0,671.0,34010.0,천안시,천안,"중앙로, 영성동, 동남구, 천안시, 충청남도, 31131, 대한민국"
493,CAB285000672,청과시장,36.80334529,127.15268173,20221012050102.0,672.0,34010.0,천안시,천안,"중앙로, 영성동, 동남구, 천안시, 충청남도, 31131, 대한민국"
494,CAB285000673,농협원성점,36.79967502,127.15353677,20221012050102.0,673.0,34010.0,천안시,천안,"천안농협주유소 원성동지점, 13, 중앙로, 영성동, 동남구, 천안시, 충청남도, 31186, 대한민국"
495,CAB285000674,농협원성점,36.79952316,127.15337379,20221012050102.0,674.0,34010.0,천안시,천안,"천안농협주유소 원성동지점, 13, 중앙로, 영성동, 동남구, 천안시, 충청남도, 31186, 대한민국"
496,CAB285000675,남산축협,36.79921013,127.15157119,20221012050102.0,675.0,34010.0,천안시,천안,"영성펜타폴리스, 90, 대흥로, 영성동, 동남구, 천안시, 충청남도, 31131, 대한민국"
497,CAB285000676,남산축협,36.7992067,127.1521362,20221012050102.0,676.0,34010.0,천안시,천안,"영성펜타폴리스, 90, 대흥로, 영성동, 동남구, 천안시, 충청남도, 31131, 대한민국"
498,CAB285000677,천안역,36.80882941,127.14900627,20221012050102.0,677.0,34010.0,천안시,천안,"16, 버들로, 문화동, 동남구, 천안시, 충청남도, 31129, 대한민국"
499,CAB285000678,천안역,36.80911797,127.14884241,20221012050102.0,678.0,34010.0,천안시,천안,"버들로, 문화동, 동남구, 천안시, 충청남도, 31144, 대한민국"
500,CAB285000679,천안역 필하우스 에듀시티,36.81124416,127.15269708,20221012050102.0,679.0,34010.0,천안시,천안,"중앙로, 문화동, 동남구, 천안시, 충청남도, 31120, 대한민국"
501,CAB285000680,천안역 필하우스 에듀시티,36.81163128,127.15293407,20221012050102.0,680.0,34010.0,천안시,천안,"중앙로, 문화동, 동남구, 천안시, 충청남도, 31120, 대한민국"
502,CAB285000681,천안초등학교,36.81402564,127.15290442,20221012050102.0,681.0,34010.0,천안시,천안,"천안초등학교, 169, 중앙로, 문화동, 동남구, 천안시, 충청남도, 31120, 대한민국"
503,CAB285000682,천안북중학교,36.81444863,127.15315039,20221012050102.0,682.0,34010.0,천안시,천안,"천안북중학교, 먹거리3길, 신부문화거리, 동남구, 천안시, 충청남도, 31123, 대한민국"
504,CAB285000683,신안파출소,36.81732914,127.1528389,20221012050102.0,683.0,34010.0,천안시,천안,"중앙로, 문화동, 동남구, 천안시, 충청남도, 31120, 대한민국"
505,CAB285000684,신안파출소,36.8174513,127.15298408,20221012050102.0,684.0,34010.0,천안시,천안,"중앙로, 문화동, 동남구, 천안시, 충청남도, 31120, 대한민국"
506,CAB285000685,종합터미널,36.8187607,127.1556582,20221012050102.0,685.0,34010.0,천안시,천안,"만남로, 신부동, 동남구, 천안시, 충청남도, 31120, 대한민국"
507,CAB285000686,종합터미널,36.8190148,127.1565574,20221012050102.0,686.0,34010.0,천안시,천안,"신세계백화점 천안아산점, 43, 만남로, 신부동, 동남구, 천안시, 충청남도, 31124, 대한민국"
508,CAB285000687,고속터미널,36.81895798,127.15454074,20221012050102.0,687.0,34010.0,천안시,천안,"아름다운여성의원, 43, 만남로, 신부동, 동남구, 천안시, 충청남도, 31120, 대한민국"
509,CAB285000688,신부경남아파트,36.81559628,127.15835407,20221012050102.0,688.0,34010.0,천안시,천안,"신부경남아파트, 충절로, 원성동, 동남구, 천안시, 충청남도, 31127, 대한민국"
510,CAB285000689,신부경남아파트,36.81552076,127.15812062,20221012050102.0,689.0,34010.0,천안시,천안,"신부경남아파트, 충절로, 신부동, 동남구, 천안시, 충청남도, 31123, 대한민국"
511,CAB285000690,중앙고등학교,36.81141632,127.15847742,20221012050102.0,690.0,34010.0,천안시,천안,"천안중앙고등학교, 91, 충절로, 원성동, 동남구, 천안시, 충청남도, 31127, 대한민국"
512,CAB285000691,교보생명,36.80798399,127.15847609,20221012050102.0,691.0,34010.0,천안시,천안,"옛농고7길, 원성동, 동남구, 천안시, 충청남도, 31127, 대한민국"
513,CAB285000692,교보생명,36.80735799,127.15873241,20221012050102.0,692.0,34010.0,천안시,천안,"충절로, 원성동, 동남구, 천안시, 충청남도, 31127, 대한민국"
514,CAB285000693,교보사거리,36.80552772,127.15867045,20221012050102.0,693.0,34010.0,천안시,천안,"GS수퍼마켓 천안점, 148, 충절로, 원성동, 동남구, 천안시, 충청남도, 31132, 대한민국"
515,CAB285000694,천안중학교,36.81130964,127.15826742,20221012050102.0,694.0,34010.0,천안시,천안,"천안중학교, 90, 충절로, 원성동, 동남구, 천안시, 충청남도, 31127, 대한민국"
516,CAB285000695,교보사거리,36.80472992,127.15894391,20221012050102.0,695.0,34010.0,천안시,천안,"충절로, 원성동, 동남구, 천안시, 충청남도, 31187, 대한민국"
517,CAB285000696,원성극동아파트,36.80285964,127.15890741,20221012050102.0,696.0,34010.0,천안시,천안,"충절로, 원성동, 동남구, 천안시, 충청남도, 31187, 대한민국"
518,CAB285000697,천안여중입구,36.80049222,127.15900156,20221012050102.0,697.0,34010.0,천안시,천안,"충절로, 원성동, 동남구, 천안시, 충청남도, 31187, 대한민국"
519,CAB285000698,원성극동아파트,36.80257013,127.15908131,20221012050102.0,698.0,34010.0,천안시,천안,"충절로, 원성동, 동남구, 천안시, 충청남도, 31187, 대한민국"
520,CAB285000699,원동교,36.8064396,127.16009075,20221012050102.0,699.0,34010.0,천안시,천안,"버들로, 원성동, 동남구, 천안시, 충청남도, 31132, 대한민국"
521,CAB285000700,원동교,36.80628878,127.16057229,20221012050102.0,700.0,34010.0,천안시,천안,"버들로, 원성동, 동남구, 천안시, 충청남도, 31132, 대한민국"
